lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_val,pos_val,cell_val,atomic_numbers_val,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch
5e-05,49,,,,,,,,,,,,,
,49,0.6013659238815308,4.401712417602539,0.017307138070464134,0.1438874900341034,0,,,,,,,,
5e-05,99,,,,,,,,,,,,,
,99,0.3569660782814026,2.5319528579711914,0.012372555211186409,0.09139823168516159,0,,,,,,,,
5e-05,149,,,,,,,,,,,,,
,149,0.48408615589141846,3.523893117904663,0.02162337489426136,0.11007346957921982,0,,,,,,,,
,156,,,,,0,0.40465429425239563,2.7894861698150635,0.01285492442548275,0.11285071074962616,,,,
,156,,,,,0,,,,,0.4217081665992737,2.9031877517700195,0.013967573642730713,0.1174217015504837
5e-05,199,,,,,,,,,,,,,
,199,0.4944021701812744,3.1311473846435547,0.03085530549287796,0.15043213963508606,1,,,,,,,,
5e-05,249,,,,,,,,,,,,,
,249,0.37075161933898926,2.3394675254821777,0.004981980659067631,0.1318228840827942,1,,,,,,,,
5e-05,299,,,,,,,,,,,,,
,299,0.3972609043121338,2.9593679904937744,0.013105317950248718,0.0882187932729721,1,,,,,,,,
,313,,,,,1,0.38286998867988586,2.638334035873413,0.009341630153357983,0.10969489067792892,,,,
,313,,,,,1,,,,,0.41138124465942383,2.883148193359375,0.013542884960770607,0.10952359437942505
5e-05,349,,,,,,,,,,,,,
,349,0.4372304677963257,3.2884292602539062,0.0039448728784918785,0.10444267094135284,2,,,,,,,,
5e-05,399,,,,,,,,,,,,,
,399,0.38880133628845215,2.688063859939575,0.0034867494832724333,0.11650819331407547,2,,,,,,,,
5e-05,449,,,,,,,,,,,,,
,449,0.42526015639305115,3.1039929389953613,0.007144705858081579,0.1077161431312561,2,,,,,,,,
,470,,,,,2,0.42015665769577026,3.041525363922119,0.011564559303224087,0.10443956404924393,,,,
,470,,,,,2,,,,,0.40676072239875793,2.866135597229004,0.011881926096975803,0.10826531052589417
5e-05,499,,,,,,,,,,,,,
,499,0.39031782746315,2.222287654876709,0.004595527425408363,0.16349351406097412,3,,,,,,,,
5e-05,549,,,,,,,,,,,,,
,549,0.3868284225463867,2.860487222671509,0.0028347468469291925,0.0979449450969696,3,,,,,,,,
5e-05,599,,,,,,,,,,,,,
,599,0.38641345500946045,2.3932390213012695,0.00636074785143137,0.14072880148887634,3,,,,,,,,
,627,,,,,3,0.41576069593429565,2.8982045650482178,0.012548588216304779,0.11339166760444641,,,,
,627,,,,,3,,,,,0.39805522561073303,2.8122856616973877,0.011103624477982521,0.1057230681180954
5e-05,649,,,,,,,,,,,,,
,649,0.47077158093452454,3.30666184425354,0.009034160524606705,0.13107119500637054,4,,,,,,,,
5e-05,699,,,,,,,,,,,,,
,699,0.3031957149505615,2.2916150093078613,0.008765429258346558,0.06526878476142883,4,,,,,,,,
5e-05,749,,,,,,,,,,,,,
,749,0.3502171039581299,2.631877899169922,0.013342835940420628,0.07368644326925278,4,,,,,,,,
,784,,,,,4,0.3895096480846405,2.686910390853882,0.011354451067745686,0.10946415364742279,,,,
,784,,,,,4,,,,,0.3889014720916748,2.738572597503662,0.011936911381781101,0.10310719162225723
5e-05,799,,,,,,,,,,,,,
,799,0.6137943267822266,4.868610382080078,0.03871525079011917,0.08821801096200943,5,,,,,,,,
5e-05,849,,,,,,,,,,,,,
,849,0.4717629551887512,3.2684757709503174,0.018068814650177956,0.1268465667963028,5,,,,,,,,
5e-05,899,,,,,,,,,,,,,
,899,0.4076728820800781,2.8495841026306152,0.015726929530501366,0.10698752105236053,5,,,,,,,,
,941,,,,,5,0.4030013680458069,2.9188759326934814,0.01060787308961153,0.10050592571496964,,,,
,941,,,,,5,,,,,0.40012213587760925,2.836780071258545,0.012296745553612709,0.1041472926735878
5e-05,949,,,,,,,,,,,,,
,949,0.5280547142028809,4.103050231933594,0.007363074459135532,0.11038661748170853,6,,,,,,,,
5e-05,999,,,,,,,,,,,,,
,999,0.3898574113845825,2.8654661178588867,0.006770745851099491,0.09654004126787186,6,,,,,,,,
5e-05,1049,,,,,,,,,,,,,
,1049,0.41472843289375305,3.3070106506347656,0.006176203489303589,0.07785117626190186,6,,,,,,,,
,1098,,,,,6,0.4100566506385803,2.885733127593994,0.01490387599915266,0.10657934844493866,,,,
,1098,,,,,6,,,,,0.3940280079841614,2.787165880203247,0.01214493066072464,0.10316646844148636
5e-05,1099,,,,,,,,,,,,,
,1099,0.4510114789009094,3.520143985748291,0.0031591136939823627,0.09583797305822372,7,,,,,,,,
5e-05,1149,,,,,,,,,,,,,
,1149,0.40922755002975464,3.045151710510254,0.006743327714502811,0.09796907007694244,7,,,,,,,,
5e-05,1199,,,,,,,,,,,,,
,1199,0.6935259699821472,5.8037943840026855,0.015101260505616665,0.09804533421993256,7,,,,,,,,
5e-05,1249,,,,,,,,,,,,,
,1249,0.4154031276702881,2.5751500129699707,0.013925494626164436,0.14396260678768158,7,,,,,,,,
,1255,,,,,7,0.4205213189125061,3.071653127670288,0.014192979782819748,0.09916310012340546,,,,
,1255,,,,,7,,,,,0.40606755018234253,2.8911008834838867,0.014430511742830276,0.10252702981233597
5e-05,1299,,,,,,,,,,,,,
,1299,0.35556137561798096,2.671140432357788,0.01380584854632616,0.07464146614074707,8,,,,,,,,
5e-05,1349,,,,,,,,,,,,,
,1349,0.3590814769268036,2.1819753646850586,0.03589312359690666,0.10499079525470734,8,,,,,,,,
5e-05,1399,,,,,,,,,,,,,
,1399,0.39834529161453247,2.790062427520752,0.004197785630822182,0.11514126509428024,8,,,,,,,,
,1412,,,,,8,0.39992326498031616,2.8097081184387207,0.012491562403738499,0.10646092146635056,,,,
,1412,,,,,8,,,,,0.4043319821357727,2.893181085586548,0.01177140697836876,0.10324236750602722
5e-05,1449,,,,,,,,,,,,,
,1449,0.5161611437797546,4.306367874145508,0.008894465863704681,0.07662986218929291,9,,,,,,,,
5e-05,1499,,,,,,,,,,,,,
,1499,0.43801456689834595,2.868255615234375,0.007174448110163212,0.14401452243328094,9,,,,,,,,
5e-05,1549,,,,,,,,,,,,,
,1549,0.36549678444862366,2.649979591369629,0.00967901200056076,0.0908198133111,9,,,,,,,,
,1569,,,,,9,0.4172453284263611,3.0196454524993896,0.01179917436093092,0.10348162055015564,,,,
,1569,,,,,9,,,,,0.40623193979263306,2.9062085151672363,0.012098878622055054,0.1035122349858284
5e-05,1599,,,,,,,,,,,,,
