lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,loss_val,pos_val,cell_val,atomic_numbers_val
0.0001,49,,,,,,,,,,,,,
,49,0.47242239117622375,3.4318947792053223,0.011855930089950562,0.11737699806690216,0,,,,,,,,
0.0001,99,,,,,,,,,,,,,
,99,0.5744637250900269,3.959613084793091,0.004227884113788605,0.1742744892835617,0,,,,,,,,
0.0001,149,,,,,,,,,,,,,
,149,0.6117219924926758,4.289377212524414,0.020821698009967804,0.1619625687599182,0,,,,,,,,
,156,,,,,0,0.4336228370666504,2.9189720153808594,0.012301510199904442,0.1294240653514862,,,,
0.0001,199,,,,,,,,,,,,,
,199,0.45336928963661194,3.208890914916992,0.008950782008469105,0.12352941930294037,1,,,,,,,,
0.0001,249,,,,,,,,,,,,,
,249,0.3447047173976898,2.2143468856811523,0.008022860623896122,0.11524715274572372,1,,,,,,,,
0.0001,299,,,,,,,,,,,,,
,299,0.33220165967941284,1.8541882038116455,0.03230738639831543,0.11447542905807495,1,,,,,,,,
,313,,,,,1,0.41321465373039246,2.8346941471099854,0.012198063544929028,0.11754720658063889,,,,
0.0001,349,,,,,,,,,,,,,
,349,0.3337956368923187,2.279529333114624,0.005126704461872578,0.10071597993373871,2,,,,,,,,
0.0001,399,,,,,,,,,,,,,
,399,0.5123574733734131,3.5268635749816895,0.007979894988238811,0.15169118344783783,2,,,,,,,,
0.0001,449,,,,,,,,,,,,,
,449,0.5226538181304932,4.168614387512207,0.008320813998579979,0.09747156500816345,2,,,,,,,,
,470,,,,,2,0.40299364924430847,2.773941993713379,0.010883730836212635,0.11471565067768097,,,,
0.0001,499,,,,,,,,,,,,,
,499,0.3937850594520569,2.379345417022705,0.02396092191338539,0.13188959658145905,3,,,,,,,,
0.0001,549,,,,,,,,,,,,,
,549,0.4132366180419922,2.554447650909424,0.02263837866485119,0.13515347242355347,3,,,,,,,,
0.0001,599,,,,,,,,,,,,,
,599,0.480396568775177,3.749674081802368,0.013899605721235275,0.09152953326702118,3,,,,,,,,
,627,,,,,3,0.40928149223327637,2.815232038497925,0.012199182994663715,0.11555922776460648,,,,
0.0001,649,,,,,,,,,,,,,
,649,0.43992242217063904,3.41552734375,0.00702490983530879,0.09134481102228165,4,,,,,,,,
0.0001,699,,,,,,,,,,,,,
,699,0.37500348687171936,2.5451555252075195,0.006424027495086193,0.11406391113996506,4,,,,,,,,
0.0001,749,,,,,,,,,,,,,
,749,0.3981192111968994,2.973985195159912,0.0069167958572506905,0.09380388259887695,4,,,,,,,,
,784,,,,,4,,,,,0.3946532607078552,2.689220428466797,0.014379928819835186,0.11135120689868927
,784,,,,,4,0.4111533761024475,2.807070732116699,0.010131443850696087,0.12031480669975281,,,,
0.0001,799,,,,,,,,,,,,,
,799,0.40147536993026733,2.4748849868774414,0.0071240682154893875,0.14686281979084015,5,,,,,,,,
0.0001,849,,,,,,,,,,,,,
,849,0.3755438029766083,2.831594944000244,0.018439359962940216,0.07394494861364365,5,,,,,,,,
0.0001,899,,,,,,,,,,,,,
,899,0.4358043074607849,3.50944185256958,0.011419486254453659,0.07344064116477966,5,,,,,,,,
,941,,,,,5,0.40389519929885864,2.786813974380493,0.010897114872932434,0.11431673914194107,,,,
0.0001,949,,,,,,,,,,,,,
,949,0.42867010831832886,2.966193914413452,0.00726627092808485,0.12478440999984741,6,,,,,,,,
0.0001,999,,,,,,,,,,,,,
,999,0.48797765374183655,4.105723857879639,0.007580183912068605,0.06982506811618805,6,,,,,,,,
0.0001,1049,,,,,,,,,,,,,
,1049,0.24870310723781586,1.5769085884094238,0.013050604611635208,0.07796163856983185,6,,,,,,,,
,1098,,,,,6,0.4184988737106323,2.9113717079162598,0.013169052079319954,0.11419250816106796,,,,
0.0001,1099,,,,,,,,,,,,,
