lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_val,pos_val,cell_val,atomic_numbers_val,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,,,loss_train,loss_val
,5999,0.380340248,2.576764584,0.00957728,0.113086492,38,,,,,,,,,,,,
,6005,,,,,38,0.413170606,2.979882479,0.010649074,0.104533307,,,,,,,,
,6005,,,,,38,,,,,0.461462945,3.322404623,0.013761467,0.115460843,,,,
0.0001,6049,,,,,,,,,,,,,,,,,
,6049,0.511143386,3.43889451,0.004653568,0.162600324,39,,,,,,,,,,,,
0.0001,6099,,,,,,,,,,,,,,,,,
,6099,0.733814418,6.304720402,0.023084806,0.080257565,39,,,,,,,,,,,,
0.0001,6149,,,,,,,,,,,,,,,,,
,6149,0.395656228,2.333156586,0.014245471,0.148095071,39,,,,,,,,,,,,
,6159,,,,,39,0.413665622,2.895314693,0.009245709,0.114888437,,,,,,,,
,6159,,,,,39,,,,,0.459112793,3.331359863,0.011635789,0.114340864,,,,
0.0001,6199,,,,,,,,,,,,,,,,,
,6199,0.391659737,2.296512127,0.014709913,0.147298619,40,,,,,,,,,,,,
0.0001,6249,,,,,,,,,,,,,,,,,
,6249,0.287616462,1.601940036,0.002845992,0.124576449,40,,,,,,,,,,,,
0.0001,6299,,,,,,,,,,,,,,,,,
,6299,0.405836046,2.602807522,0.024648707,0.120906547,40,,,,,,,,,,,,
,6313,,,,,40,0.403478324,2.786914587,0.007280064,0.11750672,,,,,,,,
,6313,,,,,40,,,,,0.471984833,3.443853378,0.011101712,0.116497919,,,,
0.0001,6349,,,,,,,,,,,,,,,,,
,6349,0.503471434,4.019503593,0.01444564,0.087075442,41,,,,,,,,,,,,
0.0001,6399,,,,,,,,,,,,,,,,,
,6399,0.471473873,3.055433989,0.006288446,0.159642041,41,,,,,,,,,,,,
0.0001,6449,,,,,,,,,,,,,,,,,
,6449,0.694871426,5.670203209,0.01018336,0.117667712,41,,,,,,,,,,,,
,6467,,,,,41,0.42235285,2.952339649,0.010930184,0.116188705,,,,,,,,
,6467,,,,,41,,,,,0.45485577,3.262373686,0.011861893,0.116756499,,,,
0.0001,6499,,,,,,,,,,,,,,,,,
,6499,0.447438151,3.289046526,0.008870495,0.109662995,42,,,,,,,,,,,,
0.0001,6549,,,,,,,,,,,,,,,,,
,6549,0.428942859,2.691593647,0.037353996,0.12242949,42,,,,,,,,,,,,
0.0001,6599,,,,,,,,,,,,,,,,,
,6599,0.389730901,2.689259291,0.011239391,0.109565571,42,,,,,,,,,,,,
,6621,,,,,42,0.428644866,3.025683403,0.010023978,0.116052613,,,,,,,,
,6621,,,,,42,,,,,0.465480953,3.368725061,0.012944701,0.115663774,,,,
0.0001,6649,,,,,,,,,,,,,,,,,
,6649,0.294902861,1.786986589,0.00279642,0.113407791,43,,,,,,,,,,,,
0.0001,6699,,,,,,,,,,,,,,,,,
,6699,0.558298171,4.293597221,0.025981192,0.102957264,43,,,,,,,,,,,,
0.0001,6749,,,,,,,,,,,,,,,,,
,6749,0.453308642,3.605323076,0.006045289,0.086731032,43,,,,,,,,,,,,
,6775,,,,,43,0.411605507,2.878695726,0.010677015,0.113058947,,,,,,,,
,6775,,,,,43,,,,,0.458688527,3.291787863,0.011987611,0.117522128,,,,
0.0001,6799,,,,,,,,,,,,,,,,,
,6799,0.533265352,4.322072506,0.024682775,0.076375321,44,,,,,,,,,,,,
0.0001,6849,,,,,,,,,,,,,,,,,
,6849,0.527725816,3.536906719,0.006109959,0.167925179,44,,,,,,,,,,,,
0.0001,6899,,,,,,,,,,,,,,,,,
,6899,0.363871545,2.374593496,0.008667933,0.117744252,44,,,,,,,,,,,,
,6929,,,,,44,0.408230603,2.801759243,0.007912045,0.120142713,,,,,,,,
,6929,,,,,44,,,,,0.45084998,3.215222597,0.013589473,0.115738228,,,,
0.0001,6949,,,,,,,,,,,,,,,,,
,6949,0.44018808,2.890729427,0.004956541,0.146158576,45,,,,,,,,,,,,
0.0001,6999,,,,,,,,,,,,,,,,,
,6999,0.403711736,3.021243334,0.008725288,0.092862114,45,,,,,,,,,,,,
0.0001,7049,,,,,,,,,,,,,,,,,
,7049,0.603419483,4.590181351,0.009983913,0.134417459,45,,,,,,,,,,,,
,7083,,,,,45,0.406072289,2.870704889,0.009174909,0.109826863,,,,,,,,
,7083,,,,,45,,,,,0.467427701,3.36033392,0.012631944,0.11876224,,,,
0.0001,7099,,,,,,,,,,,,,,,,,
,7099,0.765501261,6.366425991,0.013898253,0.114960372,46,,,,,,,,,,,,
0.0001,7149,,,,,,,,,,,,,,,,,
,7149,0.580579281,4.189445019,0.012978938,0.148655847,46,,,,,,,,,,,,
0.0001,7199,,,,,,,,,,,,,,,,,
,7199,0.392586142,2.677263498,0.013181239,0.111678541,46,,,,,,,,,,,,
,7237,,,,,46,0.413394958,2.932510138,0.010662034,0.109481893,,,,,,,,
,7237,,,,,46,,,,,0.468298823,3.431912422,0.012195637,0.11291188,,,,
0.0001,7249,,,,,,,,,,,,,,,,,
,7249,0.575898409,4.512872696,0.009435475,0.11517556,47,,,,,,,,,,,,
0.0001,7299,,,,,,,,,,,,,,,,,
,7299,0.328841031,2.216493607,0.003455649,0.103735983,47,,,,,,,,,,,,
0.0001,7349,,,,,,,,,,,,,,,,,
,7349,0.817003846,6.691271782,0.00934191,0.138534725,47,,,,,,,,,,,,
,7391,,,,,47,0.411368906,2.817485809,0.009750459,0.119869903,,,,,,,,
,7391,,,,,47,,,,,0.468635231,3.36388588,0.012628327,0.119618148,,,,
0.0001,7399,,,,,,,,,,,,,,,,,
,7399,0.814767182,6.825009823,0.012018398,0.120247804,48,,,,,,,,,,,,
0.0001,7449,,,,,,,,,,,,,,,,,
,7449,0.450109184,3.30481863,0.003514351,0.116112947,48,,,,,,,,,,,,
0.0001,7499,,,,,,,,,,,,,,,,,
,7499,0.53156507,4.212487221,0.007020832,0.103295535,48,,,,,,,,,,,,
,7545,,,,,48,0.409828782,2.825840712,0.011417318,0.115827382,,,,,,,,
,7545,,,,,48,,,,,0.467377663,3.402841568,0.012319748,0.11477378,,,,
0.0001,7549,,,,,,,,,,,,,,,,,
,7549,0.393434465,2.618947268,0.010459505,0.121080227,49,,,,,,,,,,,,
0.0001,7599,,,,,,,,,,,,,,,,,
,7599,0.31974715,2.355232,0.010181277,0.074042648,49,,,,,,,,,,,,
0.0001,7649,,,,,,,,,,,,,,,,,
,7649,0.344065607,2.412194729,0.004299876,0.098546274,49,,,,,,,,,,,,
0.0001,7699,,,,,,,,,,,,,,,,,
,7699,1.071472764,8.690750122,0.015525497,0.186872184,49,,,,,,,,,,,,
,7699,,,,,49,0.431048155,3.021207809,0.011980513,0.116946764,,,,,,,,
,7699,,,,,49,,,,,0.458427876,3.319489002,0.011964307,0.114514679,,,,
0.0001,7749,,,,,,,,,,,,,,,,,
,7749,0.32558623,1.922848225,0.005818429,0.127482951,50,,,,,,,,,,,,
0.0001,7799,,,,,,,,,,,,,,,,,
,7799,0.409437865,3.053785324,0.014937516,0.089121811,50,,,,,,,,,,,,
0.0001,7849,,,,,,,,,,,,,,,,,
,7849,0.482505023,3.6024189,0.010927816,0.1113353,50,,,,,,,,,,,,
,7853,,,,,50,0.426433891,2.947919369,0.016786426,0.114855565,,,,,,,,
,7853,,,,,50,,,,,0.456793368,3.271343231,0.012878571,0.116780505,,,,
0.0001,7899,,,,,,,,,,,,,,,,,
,7899,0.743804216,6.522042274,0.013673072,0.077926926,51,,,,,,,,,,,,
0.0001,7949,,,,,,,,,,,,,,,,,
,7949,0.454092205,3.488126516,0.010541134,0.094738416,51,,,,,,,,,,,,
0.0001,7999,,,,,,,,,,,,,,,,,
,7999,0.686040282,5.482115746,0.012607734,0.125220954,51,,,,,,,,,,,,
,8007,,,,,51,0.420440853,2.911973953,0.011618055,0.117625371,,,,,,,,
,8007,,,,,51,,,,,0.475410163,3.459650278,0.012897463,0.116547778,,,,
0.0001,8049,,,,,,,,,,,,,,,,,
,8049,0.660044193,4.943851471,0.012920724,0.152738303,52,,,,,,,,,,,,
0.0001,8099,,,,,,,,,,,,,,,,,
,8099,0.479763031,3.480872393,0.0187524,0.112923339,52,,,,,,,,,,,,
0.0001,8149,,,,,,,,,,,,,,,,,
,8149,0.419120491,2.737451077,0.018408025,0.126967326,52,,,,,,,,,,,,
,8161,,,,,52,0.410913259,2.868670464,0.011250269,0.112796001,,,,,,,,
,8161,,,,,52,,,,,0.457021952,3.277881145,0.012735594,0.116498217,,,,
0.0001,8199,,,,,,,,,,,,,,,,,
,8199,0.317520142,1.829195857,0.005487738,0.12911281,53,,,,,,,,,,,,
0.0001,8249,,,,,,,,,,,,,,,,,
,8249,0.493974507,3.118715525,0.00871224,0.173390746,53,,,,,,,,,,,,
0.0001,8299,,,,,,,,,,,,,,,,,
,8299,0.224560052,1.583884478,0.004641059,0.061530523,53,,,,,,,,,,,,
,8315,,,,,53,0.397289425,2.797587156,0.009413558,0.108117096,,,,,,,,
,8315,,,,,53,,,,,0.464084774,3.355386734,0.011951953,0.11659421,,,,
0.0001,8349,,,,,,,,,,,,,,,,,
,8349,0.596992314,4.536207199,0.017079713,0.126291811,54,,,,,,,,,,,,
0.0001,8399,,,,,,,,,,,,,,,,,
,8399,0.520852208,3.50769186,0.031081527,0.139001444,54,,,,,,,,,,,,
0.0001,8449,,,,,,,,,,,,,,,,,
,8449,0.312247515,1.919768333,0.050972287,0.069298387,54,,,,,,,,,,,,
,8469,,,,,54,0.428178698,3.018225908,0.012432484,0.113923647,,,,,,,,
,8469,,,,,54,,,,,0.464906752,3.325968266,0.012322517,0.119987406,,,,
0.0001,8499,,,,,,,,,,,,,,,,,
,8499,0.327564836,1.844434023,0.00361172,0.139509752,55,,,,,,,,,,,,
0.0001,8549,,,,,,,,,,,,,,,,,
,8549,0.485516816,3.542267799,0.006246694,0.125043362,55,,,,,,,,,,,,
0.0001,8599,,,,,,,,,,,,,,,,,
,8599,0.514039278,3.798621178,0.018883087,0.115294069,55,,,,,,,,,,,,
,8623,,,,,55,0.427833378,3.040368795,0.01128969,0.112506829,,,,,,,,
,8623,,,,,55,,,,,0.451730698,3.229957104,0.012662567,0.116072349,,,,
0.0001,8649,,,,,,,,,,,,,,,,,
,8649,0.427122831,2.933261633,0.005155085,0.12864159,56,,,,,,,,,,,,
0.0001,8699,,,,,,,,,,,,,,,,,
,8699,0.636092901,3.809222698,0.041434359,0.213736311,56,,,,,,,,,,,,
0.0001,8749,,,,,,,,,,,,,,,,,
,8749,0.434672743,3.133786201,0.009626105,0.11166802,56,,,,,,,,,,,,
,8777,,,,,56,0.389787912,2.710692883,0.009019922,0.109698705,,,,,,,,
,8777,,,,,56,,,,,0.460367978,3.292947769,0.013713901,0.117359146,,,,
0.0001,8799,,,,,,,,,,,,,,,,,
,8799,0.805634916,6.372806072,0.023770079,0.144584179,57,,,,,,,,,,,,
0.0001,8849,,,,,,,,,,,,,,,,,
,8849,0.514822483,3.873183966,0.00981761,0.11768645,57,,,,,,,,,,,,
0.0001,8899,,,,,,,,,,,,,,,,,
,8899,0.478319556,3.267105341,0.00627257,0.145336449,57,,,,,,,,,,,,
,8931,,,,,57,0.384488225,2.663559914,0.008957857,0.109174348,,,,,,,,
,8931,,,,,57,,,,,0.461684912,3.330173016,0.014849927,0.11381752,,,,
0.0001,8949,,,,,,,,,,,,,,,,,
,8949,0.571596861,4.210843086,0.01221652,0.138296038,58,,,,,,,,,,,,
0.0001,8999,,,,,,,,,,,,,,,,,
,8999,0.484314561,3.193018913,0.048788305,0.116224326,58,,,,,,,,,,,,
0.0001,9049,,,,,,,,,,,,,,,,,
,9049,0.473736674,3.189291,0.015706617,0.139100969,58,,,,,,,,,,,,
,9085,,,,,58,0.414123237,2.884863615,0.009255617,0.11638125,,,,,,,,
,9085,,,,,58,,,,,0.453850806,3.251805544,0.01198834,0.116681755,,,,
0.0001,9099,,,,,,,,,,,,,,,,,
,9099,0.33907789,2.122661114,0.002801071,0.124010697,59,,,,,,,,,,,,
0.0001,9149,,,,,,,,,,,,,,,,,
,9149,0.536403239,4.188962936,0.01159431,0.105912618,59,,,,,,,,,,,,
0.0001,9199,,,,,,,,,,,,,,,,,
,9199,0.573444009,4.133893013,0.014224531,0.145830095,59,,,,,,,,,,,,
,9239,,,,,59,0.39462027,2.787726164,0.01015694,0.105690636,,,,,,,,
,9239,,,,,59,,,,,0.445095032,3.157721996,0.014332406,0.114990421,,,,
0.0001,9249,,,,,,,,,,,,,,,,,
,9249,0.70764327,5.763890266,0.01150044,0.119753852,60,,,,,,,,,,,,
0.0001,9299,,,,,,,,,,,,,,,,,
,9299,0.394839287,2.728919029,0.010921587,0.11102581,60,,,,,,,,,,,,
0.0001,9349,,,,,,,,,,,,,,,,,
,9349,0.449858487,3.098379135,0.006257736,0.133762792,60,,,,,,,,,,,,
,9393,,,,,60,0.420831293,2.998379946,0.008825891,0.112167358,,,,,,,,
,9393,,,,,60,,,,,0.470695227,3.446307898,0.011507567,0.114557043,,,,
0.0001,9399,,,,,,,,,,,,,,,,,
,9399,0.429327488,3.007425785,0.007389353,0.121195585,61,,,,,,,,,,,,
0.0001,9449,,,,,,,,,,,,,,,,,
,9449,0.53998518,4.274102211,0.008439944,0.104135022,61,,,,,,,,,,,,
0.0001,9499,,,,,,,,,,,,,,,,,
,9499,0.367057502,2.473945618,0.011801252,0.107861683,61,,,,,,,,,,,,
,9547,,,,,61,0.416154355,3.00613308,0.010076608,0.105464511,,,,,,,,
,9547,,,,,61,,,,,0.47602731,3.437324047,0.013334282,0.118960589,,,,
0.0001,9549,,,,,,,,,,,,,,,,,
,9549,0.390823662,3.057051659,0.008990884,0.076127596,62,,,,,,,,,,,,
0.0001,9599,,,,,,,,,,,,,,,,,
,9599,0.560220778,4.361461639,0.016637588,0.107437015,62,,,,,,,,,,,,
0.0001,9649,,,,,,,,,,,,,,,,,
,9649,0.39094919,2.549417019,0.008405812,0.127601683,62,,,,,,,,,,,,
0.0001,9699,,,,,,,,,,,,,,,,,
,9699,0.495035052,3.965765953,0.009088464,0.08937002,62,,,,,,,,,,,,
,9701,,,,,62,0.419006675,2.946068287,0.00922278,0.115177013,,,,,,,,
,9701,,,,,62,,,,,0.45599547,3.266519547,0.013570558,0.115772985,,,,
0.0001,9749,,,,,,,,,,,,,,,,,
,9749,0.441969186,2.686585426,0.020312184,0.152998477,63,,,,,,,,,,,,
0.0001,9799,,,,,,,,,,,,,,,,,
,9799,0.409897506,2.792408466,0.004238263,0.126418367,63,,,,,,,,,,,,
0.0001,9849,,,,,,,,,,,,,,,,,
,9849,0.530138493,4.121963024,0.029315516,0.088626638,63,,,,,,,,,,,,
,9855,,,,,63,0.407712668,2.878679991,0.009879905,0.109964654,,,,,,,,
,9855,,,,,63,,,,,0.463273913,3.351218224,0.01205534,0.116096891,,,,
0.0001,9899,,,,,,,,,,,,,,,,,
,9899,0.309351414,2.343331337,0.004457114,0.070561171,64,,,,,,,,,,,,
0.0001,9949,,,,,,,,,,,,,,,,,
,9949,0.423261702,3.272024155,0.011051943,0.08500734,64,,,,,,,,,,,,
0.0001,9999,,,,,,,,,,,,,,,,,
,9999,0.507181406,4.145699501,0.009319214,0.083292276,64,,,,,,,,,,,,
,10009,,,,,64,0.400279194,2.838173151,0.010519111,0.105942689,,,,,,,,
,10009,,,,,64,,,,,0.462139606,3.348599672,0.013178536,0.114101239,,,,
0.0001,10049,,,,,,,,,,,,,,,,,
,10049,0.526842058,3.988021851,0.006471928,0.121567942,65,,,,,,,,,,,,
0.0001,10099,,,,,,,,,,,,,,,,,
,10099,0.537712574,4.024615288,0.00546425,0.12978676,65,,,,,,,,,,,,
0.0001,10149,,,,,,,,,,,,,,,,,
,10149,0.405234694,2.786509275,0.019481102,0.107102662,65,,,,,,,,,,,,
,10163,,,,,65,0.404361784,2.84901619,0.008915232,0.11054486,,,,,,,,
,10163,,,,,65,,,,,0.46629262,3.362878084,0.014076214,0.115928657,,,,
0.0001,10199,,,,,,,,,,,,,,,,,
,10199,1.012868643,7.885718346,0.030755337,0.193541527,66,,,,,,,,,,,,
0.0001,10249,,,,,,,,,,,,,,,,,
,10249,0.406200498,2.843804359,0.011334744,0.1104853,66,,,,,,,,,,,,
0.0001,10299,,,,,,,,,,,,,,,,,
,10299,0.526249051,3.734870911,0.026018471,0.12674351,66,,,,,,,,,,,,
,10317,,,,,66,0.419195235,2.927605867,0.010979044,0.115455568,,,,,,,,
,10317,,,,,66,,,,,0.462060332,3.35078001,0.012297925,0.11468441,,,,
0.0001,10349,,,,,,,,,,,,,,,,,
,10349,0.721555233,5.833937168,0.004606133,0.133555397,67,,,,,,,,,,,,
0.0001,10399,,,,,,,,,,,,,,,,,
,10399,0.354258209,1.964178324,0.018158449,0.139681935,67,,,,,,,,,,,,
0.0001,10449,,,,,,,,,,,,,,,,,
,10449,0.404483944,2.644505024,0.014633512,0.125399917,67,,,,,,,,,,,,
,10471,,,,,67,0.392456084,2.753113747,0.009444561,0.107700229,,,,,,,,
,10471,,,,,67,,,,,0.446539462,3.201843023,0.012144215,0.114210792,,,,
0.0001,10499,,,,,,,,,,,,,,,,,
,10499,0.632471263,5.06269598,0.015605292,0.110596374,68,,,,,,,,,,,,
0.0001,10549,,,,,,,,,,,,,,,,,
,10549,0.445370525,2.907886982,0.006839919,0.147741929,68,,,,,,,,,,,,
0.0001,10599,,,,,,,,,,,,,,,,,
,10599,0.473459929,3.593242884,0.012224369,0.101911269,68,,,,,,,,,,,,
,10625,,,,,68,0.409564555,2.877530813,0.013678509,0.108132921,,,,,,,,
,10625,,,,,68,,,,,0.460523307,3.301082373,0.013057752,0.117357112,,,,
0.0001,10649,,,,,,,,,,,,,,,,,
,10649,0.362281024,2.508466721,0.005826069,0.105608277,69,,,,,,,,,,,,
0.0001,10699,,,,,,,,,,,,,,,,,
,10699,0.38753143,2.919629812,0.007310746,0.088257656,69,,,,,,,,,,,,
0.0001,10749,,,,,,,,,,,,,,,,,
,10749,0.531343818,4.222491264,0.009243038,0.09985166,69,,,,,,,,,,,,
,10779,,,,,69,0.422056466,2.994549036,0.009527583,0.113073975,,,,,,,,
,10779,,,,,69,,,,,0.467135459,3.390223503,0.013385707,0.114727348,,,,
0.0001,10799,,,,,,,,,,,,,,,,,
,10799,0.424357712,3.08902216,0.008513462,0.106942013,70,,,,,,,,,,,,
0.0001,10849,,,,,,,,,,,,,,,,,
,10849,0.390727401,2.135193348,0.004769279,0.1724388,70,,,,,,,,,,,,
0.0001,10899,,,,,,,,,,,,,,,,,
,10899,0.496165961,3.682237387,0.004905533,0.123036698,70,,,,,,,,,,,,
,10933,,,,,70,0.407347918,2.847317457,0.009123168,0.11349313,,,,,,,,
,10933,,,,,70,,,,,0.468619347,3.383375645,0.010456858,0.119825073,,,,
0.0001,10949,,,,,,,,,,,,,,,,,
,10949,0.484756947,3.692852497,0.008179523,0.107292138,71,,,,,,,,,,,,
0.0001,10999,,,,,,,,,,,,,,,,,
,10999,0.613801837,5.080187798,0.019837178,0.085945785,71,,,,,,,,,,,,
0.0001,11049,,,,,,,,,,,,,,,,,
,11049,0.402793288,2.80883646,0.029761441,0.0921482,71,,,,,,,,,,,,
,11087,,,,,71,0.409879476,2.8650105,0.012265706,0.111112811,,,,,,,,
,11087,,,,,71,,,,,0.45430401,3.284476042,0.012968426,0.112887926,,,,
0.0001,11099,,,,,,,,,,,,,,,,,
,11099,0.726764917,5.697135925,0.013421557,0.143629745,72,,,,,,,,,,,,
0.0001,11149,,,,,,,,,,,,,,,,,
,11149,0.428228408,3.358738661,0.003685427,0.088669091,72,,,,,,,,,,,,
0.0001,11199,,,,,,,,,,,,,,,,,
,11199,0.505690455,3.331048727,0.050755627,0.121829897,72,,,,,,,,,,,,
,11241,,,,,72,0.400535613,2.761140347,0.010718531,0.11370305,,,,,,,,
,11241,,,,,72,,,,,0.439166933,3.118862629,0.011403083,0.115877576,,,,
0.0001,11249,,,,,,,,,,,,,,,,,
,11249,0.353828251,2.053440571,0.007583779,0.140900433,73,,,,,,,,,,,,
0.0001,11299,,,,,,,,,,,,,,,,,
,11299,0.483582437,2.689424992,0.038692102,0.17594786,73,,,,,,,,,,,,
0.0001,11349,,,,,,,,,,,,,,,,,
,11349,0.55050391,4.518364906,0.007361158,0.09130621,73,,,,,,,,,,,,
,11395,,,,,73,0.408389241,2.827768564,0.015393001,0.110219307,,,,,,,,
,11395,,,,,73,,,,,0.454971313,3.222313166,0.013133948,0.119605981,,,,
0.0001,11399,,,,,,,,,,,,,,,,,
,11399,0.347854197,2.567909718,0.004659644,0.086403564,74,,,,,,,,,,,,
0.0001,11449,,,,,,,,,,,,,,,,,
,11449,0.421479762,2.77030921,0.011663357,0.132785499,74,,,,,,,,,,,,
0.0001,11499,,,,,,,,,,,,,,,,,
,11499,0.645641804,4.763364315,0.01450411,0.15480122,74,,,,,,,,,,,,
0.0001,11549,,,,,,,,,,,,,,,,,
,11549,0.399255991,1.807188392,0.003607253,0.214929894,74,,,,,,,,,,,,
,11549,,,,,74,0.397303432,2.74791193,0.010466042,0.112046205,,,,,,,,
,11549,,,,,74,,,,,0.454473466,3.263287306,0.014503446,0.113641329,,,,
0.0001,11599,,,,,,,,,,,,,,,,,
,11599,0.484321564,3.988937616,0.00673855,0.078689232,75,,,,,,,,,,,,
0.0001,11649,,,,,,,,,,,,,,,,,
,11649,0.620929241,5.012012959,0.005731841,0.113996074,75,,,,,,,,,,,,
0.0001,11699,,,,,,,,,,,,,,,,,
,11699,0.586086988,4.678861141,0.013764066,0.104436718,75,,,,,,,,,,,,
,11703,,,,,75,0.412594974,2.871662855,0.009566744,0.11586187,,,,,,,,
,11703,,,,,75,,,,,0.451604038,3.244611979,0.01266294,0.114479885,,,,
0.0001,11749,,,,,,,,,,,,,,,,,
,11749,0.477520019,3.270287514,0.004952378,0.145538896,76,,,,,,,,,,,,
0.0001,11799,,,,,,,,,,,,,,,,,
,11799,0.742929101,6.105694294,0.022291437,0.110068254,76,,,,,,,,,,,,
0.0001,11849,,,,,,,,,,,,,,,,,
,11849,0.391622007,2.486991167,0.004042322,0.138880536,76,,,,,,,,,,,,
,11857,,,,,76,0.411301076,2.857546091,0.011963618,0.113582894,,,,,,,,
,11857,,,,,76,,,,,0.480871558,3.521848202,0.013526728,0.115159892,,,,
0.0001,11899,,,,,,,,,,,,,,,,,
,11899,0.410763741,2.844502687,0.032412332,0.09390112,77,,,,,,,,,,,,
0.0001,11949,,,,,,,,,,,,,,,,,
,11949,0.557405829,4.310629368,0.017339312,0.109003544,77,,,,,,,,,,,,
0.0001,11999,,,,,,,,,,,,,,,,,
,11999,0.56963706,2.771046638,0.099136919,0.193395451,77,,,,,,,,,,,,
,12011,,,,,77,0.42601645,3.033435106,0.010786282,0.111886613,,,,,,,,
,12011,,,,,77,,,,,0.452150285,3.245434523,0.013640342,0.113966428,,,,
0.0001,12049,,,,,,,,,,,,,,,,,
,12049,0.482833833,3.443051338,0.004591607,0.133937091,78,,,,,,,,,,,,
0.0001,12099,,,,,,,,,,,,,,,,,
,12099,0.443901032,3.316205978,0.010454135,0.101826295,78,,,,,,,,,,,,
0.0001,12149,,,,,,,,,,,,,,,,,
,12149,0.382258832,2.453071117,0.002953466,0.13399826,78,,,,,,,,,,,,
,12165,,,,,78,0.416348547,2.88456583,0.010292957,0.117598943,,,,,,,,
,12165,,,,,78,,,,,0.452961951,3.28529048,0.012301091,0.112131946,,,,
0.0001,12199,,,,,,,,,,,,,,,,,
,12199,0.337232798,2.47965312,0.003184134,0.086083338,79,,,,,,,,,,,,
0.0001,12249,,,,,,,,,,,,,,,,,
,12249,0.529865742,3.817814112,0.021444902,0.126639456,79,,,,,,,,,,,,
0.0001,12299,,,,,,,,,,,,,,,,,
,12299,0.37422061,2.413146496,0.008488974,0.124416977,79,,,,,,,,,,,,
,12319,,,,,79,0.423361331,2.972092152,0.009195768,0.116956308,,,,,,,,
,12319,,,,,79,,,,,0.465561002,3.390124321,0.012404509,0.114144005,,,,
0.0001,12349,,,,,,,,,,,,,,,,,
,12349,0.612424314,4.929947853,0.009408318,0.110021174,80,,,,,,,,,,,,
0.0001,12399,,,,,,,,,,,,,,,,,
,12399,0.53261447,4.430761337,0.017513465,0.072024859,80,,,,,,,,,,,,
0.0001,12449,,,,,,,,,,,,,,,,,
,12449,0.499173403,3.607391119,0.00499226,0.133441985,80,,,,,,,,,,,,
,12473,,,,,80,0.404375613,2.83162117,0.009109569,0.112103827,,,,,,,,
,12473,,,,,80,,,,,0.470306873,3.456173182,0.014234393,0.110455178,,,,
0.0001,12499,,,,,,,,,,,,,,,,,
,12499,0.346872091,2.282378197,0.008617908,0.110016376,81,,,,,,,,,,,,
0.0001,12549,,,,,,,,,,,,,,,,,
,12549,0.339675963,2.15725112,0.007321609,0.116629228,81,,,,,,,,,,,,
0.0001,12599,,,,,,,,,,,,,,,,,
,12599,0.496872187,4.229558468,0.005329092,0.068587244,81,,,,,,,,,,,,
,12627,,,,,81,0.415691674,2.860420227,0.009370959,0.120278761,,,,,,,,
,12627,,,,,81,,,,,0.454920262,3.292848825,0.011671505,0.113963835,,,,
0.0001,12649,,,,,,,,,,,,,,,,,
,12649,0.451451182,2.956118584,0.005922691,0.149916634,82,,,,,,,,,,,,
0.0001,12699,,,,,,,,,,,,,,,,,
,12699,0.511454642,3.525831699,0.073578291,0.085293174,82,,,,,,,,,,,,
0.0001,12749,,,,,,,,,,,,,,,,,
,12749,0.492980838,4.032714844,0.008269949,0.081439435,82,,,,,,,,,,,,
,12781,,,,,82,0.426439881,3.055253267,0.009227725,0.111686774,,,,,,,,
,12781,,,,,82,,,,,0.46544084,3.348172426,0.013155715,0.11746791,,,,
0.0001,12799,,,,,,,,,,,,,,,,,
,12799,0.561762691,3.91666913,0.018509069,0.151586682,83,,,,,,,,,,,,
0.0001,12849,,,,,,,,,,,,,,,,,
,12849,0.643015623,4.798356533,0.008357624,0.15482232,83,,,,,,,,,,,,
0.0001,12899,,,,,,,,,,,,,,,,,
,12899,0.426258892,2.557442665,0.0074911,0.163023531,83,,,,,,,,,,,,
,12935,,,,,83,0.435591817,3.137185812,0.008115111,0.113758162,,,,,,,,
,12935,,,,,83,,,,,0.463647813,3.363620043,0.012500041,0.11478582,,,,
0.0001,12949,,,,,,,,,,,,,,,,,
,12949,0.496326983,3.639656782,0.007150795,0.125210509,84,,,,,,,,,,,,
0.0001,12999,,,,,,,,,,,,,,,,,
,12999,0.300299883,1.488118291,0.004505485,0.146982566,84,,,,,,,,,,,,
0.0001,13049,,,,,,,,,,,,,,,,,
,13049,0.462207019,3.315489769,0.011309196,0.119348861,84,,,,,,,,,,,,
,13089,,,,,84,0.40383786,2.807720184,0.010574292,0.112491518,,,,,,,,
,13089,,,,,84,,,,,0.465601683,3.362060785,0.011978537,0.117417052,,,,
0.0001,13099,,,,,,,,,,,,,,,,,
,13099,0.58458674,4.371018887,0.004669514,0.142815322,85,,,,,,,,,,,,
0.0001,13149,,,,,,,,,,,,,,,,,
,13149,0.490642011,3.658121586,0.011238916,0.113590926,85,,,,,,,,,,,,
0.0001,13199,,,,,,,,,,,,,,,,,
,13199,0.396825373,2.396434069,0.002996569,0.154185385,85,,,,,,,,,,,,
,13243,,,,,85,0.387497753,2.70446229,0.010843371,0.10620819,,,,,,,,
,13243,,,,,85,,,,,0.472517043,3.440070868,0.01445273,0.11405734,,,,
0.0001,13249,,,,,,,,,,,,,,,,,
,13249,0.481538504,2.614016056,0.009796203,0.210340679,86,,,,,,,,,,,,
0.0001,13299,,,,,,,,,,,,,,,,,
,13299,0.331482679,2.332001686,0.004497027,0.093785495,86,,,,,,,,,,,,
