lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_val,pos_val,cell_val,atomic_numbers_val,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,,,loss_train,loss_val
,20649,0.386819482,2.706020832,0.016289625,0.099927768,134,,,,,,,,,,,,
0.0001,20699,,,,,,,,,,,,,,,,,
,20699,0.663585663,5.061814785,0.013646426,0.143757731,134,,,,,,,,,,,,
0.0001,20749,,,,,,,,,,,,,,,,,
,20749,0.379416168,2.915048122,0.009102311,0.078809045,134,,,,,,,,,,,,
,20789,,,,,134,0.414790511,2.956299543,0.009051607,0.110109009,,,,,,,,
,20789,,,,,134,,,,,0.466308981,3.429531574,0.01200134,0.111354321,,,,
0.0001,20799,,,,,,,,,,,,,,,,,
,20799,0.371911436,2.61483264,0.008487815,0.101940371,135,,,,,,,,,,,,
0.0001,20849,,,,,,,,,,,,,,,,,
,20849,0.383018613,2.783570766,0.008411494,0.096250042,135,,,,,,,,,,,,
0.0001,20899,,,,,,,,,,,,,,,,,
,20899,0.571107566,4.244835854,0.006634567,0.139989391,135,,,,,,,,,,,,
,20943,,,,,135,0.403592795,2.792696714,0.010760436,0.113562621,,,,,,,,
,20943,,,,,135,,,,,0.471103042,3.43470192,0.012888469,0.114744455,,,,
0.0001,20949,,,,,,,,,,,,,,,,,
,20949,0.471567154,2.646801472,0.061203942,0.14568308,136,,,,,,,,,,,,
0.0001,20999,,,,,,,,,,,,,,,,,
,20999,0.517389119,3.621511221,0.005903878,0.149334133,136,,,,,,,,,,,,
0.0001,21049,,,,,,,,,,,,,,,,,
,21049,0.430771858,3.476880312,0.007396185,0.075687662,136,,,,,,,,,,,,
,21097,,,,,136,0.400144011,2.753169775,0.009135758,0.115691274,,,,,,,,
,21097,,,,,136,,,,,0.446337521,3.185174465,0.0112362,0.116583854,,,,
0.0001,21099,,,,,,,,,,,,,,,,,
,21099,0.45704186,3.610374451,0.002422497,0.0935819,137,,,,,,,,,,,,
0.0001,21149,,,,,,,,,,,,,,,,,
,21149,0.402505159,2.438653946,0.007953936,0.150685847,137,,,,,,,,,,,,
0.0001,21199,,,,,,,,,,,,,,,,,
,21199,0.311142743,2.133237362,0.008684779,0.089134239,137,,,,,,,,,,,,
0.0001,21249,,,,,,,,,,,,,,,,,
,21249,0.38197428,3.028717518,0.004378995,0.074723497,137,,,,,,,,,,,,
,21251,,,,,137,0.396180362,2.704525709,0.00915257,0.116575167,,,,,,,,
,21251,,,,,137,,,,,0.460592806,3.347252607,0.010505867,0.115361668,,,,
0.0001,21299,,,,,,,,,,,,,,,,,
,21299,0.489510626,3.727054596,0.008893797,0.107911378,138,,,,,,,,,,,,
0.0001,21349,,,,,,,,,,,,,,,,,
,21349,0.481404603,3.562683582,0.013904028,0.111232221,138,,,,,,,,,,,,
0.0001,21399,,,,,,,,,,,,,,,,,
,21399,0.464701653,3.122416019,0.008189697,0.144270331,138,,,,,,,,,,,,
,21405,,,,,138,0.396559864,2.700977325,0.011305395,0.115156718,,,,,,,,
,21405,,,,,138,,,,,0.457908988,3.308253527,0.011206653,0.115877129,,,,
0.0001,21449,,,,,,,,,,,,,,,,,
,21449,0.500207424,3.912037849,0.005265844,0.103737786,139,,,,,,,,,,,,
0.0001,21499,,,,,,,,,,,,,,,,,
,21499,0.3519696,2.300722122,0.006036011,0.115861371,139,,,,,,,,,,,,
0.0001,21549,,,,,,,,,,,,,,,,,
,21549,0.460696161,3.143051147,0.010456437,0.135934591,139,,,,,,,,,,,,
,21559,,,,,139,0.393560618,2.742115259,0.009154205,0.11019484,,,,,,,,
,21559,,,,,139,,,,,0.455814689,3.30595994,0.011621712,0.11359705,,,,
0.0001,21599,,,,,,,,,,,,,,,,,
,21599,0.387400657,2.693452835,0.007600897,0.1104545,140,,,,,,,,,,,,
0.0001,21649,,,,,,,,,,,,,,,,,
,21649,0.425643355,2.873355389,0.004174956,0.134132847,140,,,,,,,,,,,,
0.0001,21699,,,,,,,,,,,,,,,,,
,21699,0.389262199,2.998460293,0.008795517,0.080620646,140,,,,,,,,,,,,
,21713,,,,,140,0.427750319,3.156382322,0.009717409,0.10239473,,,,,,,,
,21713,,,,,140,,,,,0.450202286,3.258904934,0.012079443,0.112232409,,,,
0.0001,21749,,,,,,,,,,,,,,,,,
,21749,0.41329515,2.95777297,0.008385493,0.109132357,141,,,,,,,,,,,,
0.0001,21799,,,,,,,,,,,,,,,,,
,21799,0.375665665,2.596026421,0.013078536,0.102984525,141,,,,,,,,,,,,
0.0001,21849,,,,,,,,,,,,,,,,,
,21849,0.565435052,4.356584549,0.005291734,0.124484837,141,,,,,,,,,,,,
,21867,,,,,141,0.406760395,2.871755362,0.010388874,0.10919603,,,,,,,,
,21867,,,,,141,,,,,0.447009504,3.208195448,0.010796555,0.1153934,,,,
0.0001,21899,,,,,,,,,,,,,,,,,
,21899,0.601495385,4.734728813,0.009442297,0.1185802,142,,,,,,,,,,,,
0.0001,21949,,,,,,,,,,,,,,,,,
,21949,0.388923615,2.584736824,0.004870715,0.125579223,142,,,,,,,,,,,,
0.0001,21999,,,,,,,,,,,,,,,,,
,21999,0.345870227,2.157082081,0.003666511,0.12649551,142,,,,,,,,,,,,
,22021,,,,,142,0.417608768,2.973548889,0.010382069,0.109871827,,,,,,,,
,22021,,,,,142,,,,,0.451279938,3.283255577,0.010608013,0.112346344,,,,
0.0001,22049,,,,,,,,,,,,,,,,,
,22049,0.301342487,1.897910595,0.006760999,0.104790404,143,,,,,,,,,,,,
0.0001,22099,,,,,,,,,,,,,,,,,
,22099,0.399273753,2.589418411,0.00882918,0.131502688,143,,,,,,,,,,,,
0.0001,22149,,,,,,,,,,,,,,,,,
,22149,0.273066998,1.620645761,0.006377039,0.104625374,143,,,,,,,,,,,,
,22175,,,,,143,0.413224548,2.896355867,0.010146008,0.113443002,,,,,,,,
,22175,,,,,143,,,,,0.453554809,3.286149025,0.012523879,0.112416096,,,,
0.0001,22199,,,,,,,,,,,,,,,,,
,22199,0.414871931,2.873688459,0.003443117,0.124059975,144,,,,,,,,,,,,
0.0001,22249,,,,,,,,,,,,,,,,,
,22249,0.412926942,2.992240191,0.00447539,0.109227523,144,,,,,,,,,,,,
0.0001,22299,,,,,,,,,,,,,,,,,
,22299,0.341057926,2.493640423,0.028482966,0.063210919,144,,,,,,,,,,,,
,22329,,,,,144,0.403006047,2.855404139,0.009074278,0.108391352,,,,,,,,
,22329,,,,,144,,,,,0.446732402,3.237076521,0.011311575,0.111713134,,,,
0.0001,22349,,,,,,,,,,,,,,,,,
,22349,0.366872489,2.240046501,0.014612956,0.128254876,145,,,,,,,,,,,,
0.0001,22399,,,,,,,,,,,,,,,,,
,22399,0.617235959,4.867114067,0.012043475,0.118481062,145,,,,,,,,,,,,
0.0001,22449,,,,,,,,,,,,,,,,,
,22449,0.399387121,2.602192879,0.019702774,0.119465083,145,,,,,,,,,,,,
,22483,,,,,145,0.418064356,2.937397957,0.011528207,0.112796426,,,,,,,,
,22483,,,,,145,,,,,0.452982992,3.3132267,0.011127705,0.110532552,,,,
0.0001,22499,,,,,,,,,,,,,,,,,
,22499,0.528849781,4.165278435,0.006242477,0.106079489,146,,,,,,,,,,,,
0.0001,22549,,,,,,,,,,,,,,,,,
,22549,0.548195183,4.257575035,0.005363367,0.117074311,146,,,,,,,,,,,,
0.0001,22599,,,,,,,,,,,,,,,,,
,22599,0.339522958,2.095846653,0.005716386,0.124221884,146,,,,,,,,,,,,
,22637,,,,,146,0.392579198,2.737262487,0.007833802,0.111019194,,,,,,,,
,22637,,,,,146,,,,,0.455461711,3.306623936,0.011563569,0.113235772,,,,
0.0001,22649,,,,,,,,,,,,,,,,,
,22649,0.358372867,2.197207689,0.024223903,0.114428222,147,,,,,,,,,,,,
0.0001,22699,,,,,,,,,,,,,,,,,
,22699,0.519194245,4.077278137,0.012049738,0.099416733,147,,,,,,,,,,,,
0.0001,22749,,,,,,,,,,,,,,,,,
,22749,0.482704371,3.782626152,0.005677635,0.098764136,147,,,,,,,,,,,,
,22791,,,,,147,0.405156761,2.812164307,0.00842022,0.115520164,,,,,,,,
,22791,,,,,147,,,,,0.454747498,3.272207737,0.01190772,0.115618944,,,,
0.0001,22799,,,,,,,,,,,,,,,,,
,22799,0.350924402,2.372244835,0.005222794,0.108477116,148,,,,,,,,,,,,
0.0001,22849,,,,,,,,,,,,,,,,,
,22849,0.319576293,2.123432875,0.006445679,0.100787304,148,,,,,,,,,,,,
0.0001,22899,,,,,,,,,,,,,,,,,
,22899,0.432077646,3.028813601,0.01466915,0.114527151,148,,,,,,,,,,,,
,22945,,,,,148,0.405629814,2.877955437,0.010165637,0.107668675,,,,,,,,
,22945,,,,,148,,,,,0.445304483,3.182484388,0.012260864,0.114795297,,,,
0.0001,22949,,,,,,,,,,,,,,,,,
,22949,0.382142007,2.70208025,0.007000297,0.104933679,149,,,,,,,,,,,,
0.0001,22999,,,,,,,,,,,,,,,,,
,22999,0.375514627,2.845443249,0.00507424,0.085896082,149,,,,,,,,,,,,
0.0001,23049,,,,,,,,,,,,,,,,,
,23049,0.458532274,3.495571613,0.004652582,0.10432256,149,,,,,,,,,,,,
0.0001,23099,,,,,,,,,,,,,,,,,
,23099,0.231119961,0.998258293,0.003135666,0.12815845,149,,,,,,,,,,,,
,23099,,,,,149,0.398914635,2.780699253,0.011145933,0.109698698,,,,,,,,
,23099,,,,,149,,,,,0.450517863,3.28816247,0.01181448,0.109887302,,,,
0.0001,23149,,,,,,,,,,,,,,,,,
,23149,0.417855799,3.122612,0.00568704,0.099907562,150,,,,,,,,,,,,
0.0001,23199,,,,,,,,,,,,,,,,,
,23199,0.443760425,3.265220881,0.010085239,0.107153103,150,,,,,,,,,,,,
0.0001,23249,,,,,,,,,,,,,,,,,
,23249,0.475129545,3.640910625,0.007298374,0.103740089,150,,,,,,,,,,,,
,23253,,,,,150,0.422260851,2.980304956,0.014081459,0.110148944,,,,,,,,
,23253,,,,,150,,,,,0.451650947,3.267123461,0.011865458,0.113073155,,,,
0.0001,23299,,,,,,,,,,,,,,,,,
,23299,0.485406786,3.736116409,0.006351518,0.105443627,151,,,,,,,,,,,,
0.0001,23349,,,,,,,,,,,,,,,,,
,23349,0.474408329,3.468963861,0.014824632,0.112687305,151,,,,,,,,,,,,
0.0001,23399,,,,,,,,,,,,,,,,,
,23399,0.400075465,3.147054195,0.004142165,0.081227884,151,,,,,,,,,,,,
,23407,,,,,151,0.403535932,2.755280733,0.012286802,0.115721107,,,,,,,,
,23407,,,,,151,,,,,0.458281755,3.299151421,0.011797731,0.116568767,,,,
0.0001,23449,,,,,,,,,,,,,,,,,
,23449,0.474309802,3.819969654,0.012691123,0.079621732,152,,,,,,,,,,,,
0.0001,23499,,,,,,,,,,,,,,,,,
,23499,0.307180345,2.154463768,0.006366313,0.08536765,152,,,,,,,,,,,,
0.0001,23549,,,,,,,,,,,,,,,,,
,23549,0.427820027,3.211999416,0.006916379,0.099703699,152,,,,,,,,,,,,
,23561,,,,,152,0.390638441,2.738231897,0.009132599,0.107682593,,,,,,,,
,23561,,,,,152,,,,,0.454129189,3.338935375,0.0094197,0.110816024,,,,
0.0001,23599,,,,,,,,,,,,,,,,,
,23599,0.416196853,3.108863354,0.011778647,0.093531854,153,,,,,,,,,,,,
0.0001,23649,,,,,,,,,,,,,,,,,
,23649,0.400846034,2.94893384,0.0072287,0.098723933,153,,,,,,,,,,,,
0.0001,23699,,,,,,,,,,,,,,,,,
,23699,0.357918173,2.287186146,0.029591471,0.099608071,153,,,,,,,,,,,,
,23715,,,,,153,0.404769689,2.849930048,0.009873922,0.10990271,,,,,,,,
,23715,,,,,153,,,,,0.45262143,3.270248413,0.01220948,0.113387078,,,,
0.0001,23749,,,,,,,,,,,,,,,,,
,23749,0.375735015,2.522217274,0.007680843,0.115832426,154,,,,,,,,,,,,
0.0001,23799,,,,,,,,,,,,,,,,,
,23799,0.409350514,3.215016365,0.011364434,0.076484464,154,,,,,,,,,,,,
0.0001,23849,,,,,,,,,,,,,,,,,
,23849,0.404711574,2.527920246,0.034762904,0.117156684,154,,,,,,,,,,,,
,23869,,,,,154,0.393057615,2.693011999,0.009015959,0.114740461,,,,,,,,
,23869,,,,,154,,,,,0.45482412,3.306944609,0.011367283,0.112762384,,,,
0.0001,23899,,,,,,,,,,,,,,,,,
,23899,0.295589387,1.985376477,0.009303823,0.087747931,155,,,,,,,,,,,,
0.0001,23949,,,,,,,,,,,,,,,,,
,23949,0.295906395,1.935492992,0.004911413,0.097445711,155,,,,,,,,,,,,
0.0001,23999,,,,,,,,,,,,,,,,,
,23999,0.44886288,3.677342176,0.007477863,0.073650807,155,,,,,,,,,,,,
,24023,,,,,155,0.404496908,2.773496628,0.012318016,0.114829168,,,,,,,,
,24023,,,,,155,,,,,0.454675406,3.292665958,0.01294277,0.112466,,,,
0.0001,24049,,,,,,,,,,,,,,,,,
,24049,0.481071889,3.473389149,0.047756825,0.085976169,156,,,,,,,,,,,,
0.0001,24099,,,,,,,,,,,,,,,,,
,24099,0.391807795,2.783327579,0.01226257,0.101212479,156,,,,,,,,,,,,
0.0001,24149,,,,,,,,,,,,,,,,,
,24149,0.303685635,2.090035677,0.00503305,0.089649007,156,,,,,,,,,,,,
,24177,,,,,156,0.410080492,2.862471104,0.011513709,0.112319753,,,,,,,,
,24177,,,,,156,,,,,0.451560438,3.239782572,0.014450542,0.113131642,,,,
0.0001,24199,,,,,,,,,,,,,,,,,
,24199,0.405681849,2.863687992,0.002912862,0.11640019,157,,,,,,,,,,,,
0.0001,24249,,,,,,,,,,,,,,,,,
,24249,0.397152603,2.847886801,0.0101083,0.102255642,157,,,,,,,,,,,,
0.0001,24299,,,,,,,,,,,,,,,,,
,24299,0.440438271,2.957235098,0.011082772,0.133632034,157,,,,,,,,,,,,
,24331,,,,,157,0.388707519,2.69579339,0.008864937,0.110263281,,,,,,,,
,24331,,,,,157,,,,,0.441169411,3.199175119,0.011594987,0.10965699,,,,
0.0001,24349,,,,,,,,,,,,,,,,,
,24349,0.455136299,3.191016197,0.006981088,0.129053578,158,,,,,,,,,,,,
0.0001,24399,,,,,,,,,,,,,,,,,
,24399,0.475101322,3.416564941,0.020075664,0.113369167,158,,,,,,,,,,,,
0.0001,24449,,,,,,,,,,,,,,,,,
,24449,0.28089422,1.891941786,0.007386327,0.084313706,158,,,,,,,,,,,,
,24485,,,,,158,0.406707287,2.877029419,0.009081264,0.10992305,,,,,,,,
,24485,,,,,158,,,,,0.446521103,3.232755184,0.010616671,0.112628907,,,,
0.0001,24499,,,,,,,,,,,,,,,,,
,24499,0.272155941,1.789045811,0.004900143,0.088351227,159,,,,,,,,,,,,
0.0001,24549,,,,,,,,,,,,,,,,,
,24549,0.445652187,2.922842503,0.013886262,0.139481664,159,,,,,,,,,,,,
0.0001,24599,,,,,,,,,,,,,,,,,
,24599,0.295183599,1.895034194,0.005924781,0.099755391,159,,,,,,,,,,,,
,24639,,,,,159,0.392178744,2.713768244,0.013327778,0.107474081,,,,,,,,
,24639,,,,,159,,,,,0.460083276,3.33168745,0.012923293,0.113991261,,,,
0.0001,24649,,,,,,,,,,,,,,,,,
,24649,0.442314863,3.528682947,0.011980348,0.077466212,160,,,,,,,,,,,,
0.0001,24699,,,,,,,,,,,,,,,,,
,24699,0.380497426,2.256076336,0.030111661,0.124778107,160,,,,,,,,,,,,
0.0001,24749,,,,,,,,,,,,,,,,,
,24749,0.301544487,1.907286406,0.003317225,0.107498586,160,,,,,,,,,,,,
,24793,,,,,160,0.395496845,2.737628937,0.008710059,0.113023892,,,,,,,,
,24793,,,,,160,,,,,0.45325914,3.28621769,0.011022303,0.113614962,,,,
0.0001,24799,,,,,,,,,,,,,,,,,
,24799,0.516793132,3.834030628,0.005043015,0.128347039,161,,,,,,,,,,,,
0.0001,24849,,,,,,,,,,,,,,,,,
,24849,0.307200849,1.870930672,0.005856764,0.114251003,161,,,,,,,,,,,,
0.0001,24899,,,,,,,,,,,,,,,,,
,24899,0.3671031,2.510490417,0.01082735,0.10522671,161,,,,,,,,,,,,
,24947,,,,,161,0.400192261,2.852971315,0.009293962,0.105601117,,,,,,,,
,24947,,,,,161,,,,,0.450947523,3.298477173,0.010827353,0.110272333,,,,
0.0001,24949,,,,,,,,,,,,,,,,,
,24949,0.387975931,2.912416458,0.010088466,0.086645812,162,,,,,,,,,,,,
0.0001,24999,,,,,,,,,,,,,,,,,
,24999,0.366874307,2.40658474,0.005954549,0.120261267,162,,,,,,,,,,,,
0.0001,25049,,,,,,,,,,,,,,,,,
,25049,0.396770537,2.484848976,0.004111792,0.144173861,162,,,,,,,,,,,,
0.0001,25099,,,,,,,,,,,,,,,,,
,25099,0.448845893,3.256076336,0.017371632,0.105866611,162,,,,,,,,,,,,
,25101,,,,,162,0.409665614,2.879597902,0.009372429,0.112333417,,,,,,,,
,25101,,,,,162,,,,,0.441470891,3.152083635,0.01157035,0.114692084,,,,
0.0001,25149,,,,,,,,,,,,,,,,,
,25149,0.653163671,4.698511124,0.008788263,0.174524292,163,,,,,,,,,,,,
0.0001,25199,,,,,,,,,,,,,,,,,
,25199,0.306477994,1.860582471,0.01365553,0.106764212,163,,,,,,,,,,,,
0.0001,25249,,,,,,,,,,,,,,,,,
,25249,0.419531494,2.953449488,0.021200636,0.102985926,163,,,,,,,,,,,,
,25255,,,,,163,0.383651942,2.690475464,0.01059558,0.104008861,,,,,,,,
,25255,,,,,163,,,,,0.458274931,3.329842806,0.01181163,0.113478974,,,,
0.0001,25299,,,,,,,,,,,,,,,,,
,25299,0.366602063,2.68881464,0.008985777,0.088734806,164,,,,,,,,,,,,
0.0001,25349,,,,,,,,,,,,,,,,,
,25349,0.404706478,3.24296999,0.005890346,0.074519105,164,,,,,,,,,,,,
0.0001,25399,,,,,,,,,,,,,,,,,
,25399,0.398451626,2.643903255,0.008463263,0.125598028,164,,,,,,,,,,,,
,25409,,,,,164,0.418999583,2.907673836,0.012024345,0.116207883,,,,,,,,
,25409,,,,,164,,,,,0.463860929,3.388523102,0.012476114,0.112532586,,,,
0.0001,25449,,,,,,,,,,,,,,,,,
,25449,0.365483254,2.281220913,0.005445949,0.131915212,165,,,,,,,,,,,,
0.0001,25499,,,,,,,,,,,,,,,,,
,25499,0.360609472,2.573041439,0.007168275,0.096137047,165,,,,,,,,,,,,
0.0001,25549,,,,,,,,,,,,,,,,,
,25549,0.561228752,4.198028088,0.011452656,0.129973263,165,,,,,,,,,,,,
,25563,,,,,165,0.408199906,2.909235716,0.011193726,0.106082514,,,,,,,,
,25563,,,,,165,,,,,0.461739391,3.354230165,0.010539936,0.115776367,,,,
0.0001,25599,,,,,,,,,,,,,,,,,
,25599,0.7710675,6.02116394,0.03761971,0.131331384,166,,,,,,,,,,,,
0.0001,25649,,,,,,,,,,,,,,,,,
,25649,1.024104834,8.404384613,0.017155804,0.166510433,166,,,,,,,,,,,,
0.0001,25699,,,,,,,,,,,,,,,,,
,25699,0.360924423,2.493844748,0.008035006,0.103504926,166,,,,,,,,,,,,
,25717,,,,,166,0.424639195,2.983807564,0.009156215,0.117102273,,,,,,,,
,25717,,,,,166,,,,,0.44630748,3.184688091,0.013502333,0.114336185,,,,
0.0001,25749,,,,,,,,,,,,,,,,,
,25749,0.421682894,3.083199501,0.007662796,0.105700105,167,,,,,,,,,,,,
0.0001,25799,,,,,,,,,,,,,,,,,
,25799,0.281333387,1.47537756,0.004539865,0.129255772,167,,,,,,,,,,,,
0.0001,25849,,,,,,,,,,,,,,,,,
,25849,0.50608176,4.109755516,0.012633061,0.082473107,167,,,,,,,,,,,,
,25871,,,,,167,0.386528552,2.64236474,0.011318213,0.110973924,,,,,,,,
,25871,,,,,167,,,,,0.457004428,3.33202672,0.010027656,0.113774143,,,,
0.0001,25899,,,,,,,,,,,,,,,,,
,25899,0.531499445,4.389026165,0.009923952,0.082672872,168,,,,,,,,,,,,
0.0001,25949,,,,,,,,,,,,,,,,,
,25949,0.479332983,3.563075304,0.009099892,0.113925561,168,,,,,,,,,,,,
0.0001,25999,,,,,,,,,,,,,,,,,
,25999,0.409576595,2.644350052,0.017761152,0.127380461,168,,,,,,,,,,,,
,26025,,,,,168,0.412355751,2.929688931,0.010890927,0.108495943,,,,,,,,
,26025,,,,,168,,,,,0.460369378,3.327620745,0.01215421,0.115453131,,,,
0.0001,26049,,,,,,,,,,,,,,,,,
,26049,0.422168225,3.059118748,0.018766424,0.097489916,169,,,,,,,,,,,,
0.0001,26099,,,,,,,,,,,,,,,,,
,26099,0.373790503,2.665925503,0.003902844,0.103295095,169,,,,,,,,,,,,
0.0001,26149,,,,,,,,,,,,,,,,,
,26149,0.382728696,2.260678291,0.007037532,0.149623349,169,,,,,,,,,,,,
,26179,,,,,169,0.408513963,2.829534054,0.011089512,0.114470892,,,,,,,,
,26179,,,,,169,,,,,0.459583014,3.346517563,0.012027802,0.11290352,,,,
0.0001,26199,,,,,,,,,,,,,,,,,
,26199,0.497254848,4.028617859,0.006262441,0.088130578,170,,,,,,,,,,,,
0.0001,26249,,,,,,,,,,,,,,,,,
,26249,0.436507195,3.048718929,0.004768744,0.126866549,170,,,,,,,,,,,,
0.0001,26299,,,,,,,,,,,,,,,,,
,26299,0.333464324,1.774900556,0.024931455,0.131042823,170,,,,,,,,,,,,
,26333,,,,,170,0.375625551,2.566234827,0.009568448,0.109433696,,,,,,,,
,26333,,,,,170,,,,,0.452388138,3.270996332,0.013037266,0.112251289,,,,
0.0001,26349,,,,,,,,,,,,,,,,,
,26349,0.583625078,4.314805031,0.018534942,0.133609593,171,,,,,,,,,,,,
0.0001,26399,,,,,,,,,,,,,,,,,
,26399,0.365736485,2.830692768,0.010649316,0.072017893,171,,,,,,,,,,,,
0.0001,26449,,,,,,,,,,,,,,,,,
,26449,0.63073647,5.214672565,0.008422655,0.100846522,171,,,,,,,,,,,,
,26487,,,,,171,0.415135711,2.93325448,0.008769783,0.113040514,,,,,,,,
,26487,,,,,171,,,,,0.453150719,3.282230377,0.011600955,0.113326728,,,,
0.0001,26499,,,,,,,,,,,,,,,,,
,26499,0.267304242,1.61823225,0.006838568,0.098642454,172,,,,,,,,,,,,
0.0001,26549,,,,,,,,,,,,,,,,,
,26549,0.590740085,4.670436859,0.024706114,0.098990291,172,,,,,,,,,,,,
0.0001,26599,,,,,,,,,,,,,,,,,
,26599,0.403679579,2.693975687,0.006303506,0.127978504,172,,,,,,,,,,,,
,26641,,,,,172,0.385237515,2.699954033,0.009935881,0.105306216,,,,,,,,
,26641,,,,,172,,,,,0.464298755,3.384034872,0.012646729,0.113248564,,,,
0.0001,26649,,,,,,,,,,,,,,,,,
,26649,0.308428705,2.319139957,0.008752799,0.06776192,173,,,,,,,,,,,,
0.0001,26699,,,,,,,,,,,,,,,,,
,26699,0.473890126,3.309797525,0.011196107,0.131714255,173,,,,,,,,,,,,
0.0001,26749,,,,,,,,,,,,,,,,,
,26749,0.511190534,3.18557024,0.031207081,0.16142641,173,,,,,,,,,,,,
,26795,,,,,173,0.40207085,2.778315783,0.010309968,0.11392922,,,,,,,,
,26795,,,,,173,,,,,0.459010541,3.331053257,0.01123496,0.114670157,,,,
6.00E-05,26799,,,,,,,,,,,,,,,,,
,26799,0.450537831,3.051405668,0.005628115,0.139769167,174,,,,,,,,,,,,
6.00E-05,26849,,,,,,,,,,,,,,,,,
,26849,0.417464525,3.123573065,0.012691594,0.092415631,174,,,,,,,,,,,,
6.00E-05,26899,,,,,,,,,,,,,,,,,
,26899,0.498584092,3.442905903,0.014198204,0.140095294,174,,,,,,,,,,,,
6.00E-05,26949,,,,,,,,,,,,,,,,,
,26949,0.399561793,2.432738543,0.014003073,0.142284825,174,,,,,,,,,,,,
,26949,,,,,174,0.416768819,2.869794369,0.011383636,0.11840573,,,,,,,,
,26949,,,,,174,,,,,0.449627221,3.242324114,0.012235925,0.113159008,,,,
6.00E-05,26999,,,,,,,,,,,,,,,,,
,26999,0.388154238,2.520725965,0.005079452,0.131002173,175,,,,,,,,,,,,
6.00E-05,27049,,,,,,,,,,,,,,,,,
,27049,0.351469666,2.739486694,0.007550707,0.06997028,175,,,,,,,,,,,,
6.00E-05,27099,,,,,,,,,,,,,,,,,
,27099,0.58213979,4.238928318,0.013647344,0.144599646,175,,,,,,,,,,,,
,27103,,,,,175,0.418064564,2.980819702,0.009756544,0.110226117,,,,,,,,
,27103,,,,,175,,,,,0.431937903,3.09521246,0.012988125,0.109428659,,,,
6.00E-05,27149,,,,,,,,,,,,,,,,,
,27149,0.394447148,2.739196062,0.016204439,0.104323059,176,,,,,,,,,,,,
6.00E-05,27199,,,,,,,,,,,,,,,,,
,27199,0.402112544,3.043554306,0.013164322,0.084592775,176,,,,,,,,,,,,
6.00E-05,27249,,,,,,,,,,,,,,,,,
,27249,0.970655918,7.826841354,0.047191456,0.1407803,176,,,,,,,,,,,,
,27257,,,,,176,0.392769992,2.780386925,0.009918177,0.104812995,,,,,,,,
,27257,,,,,176,,,,,0.449077398,3.259762049,0.01015061,0.112950429,,,,
6.00E-05,27299,,,,,,,,,,,,,,,,,
,27299,0.323898643,2.203074455,0.005832985,0.097758219,177,,,,,,,,,,,,
6.00E-05,27349,,,,,,,,,,,,,,,,,
,27349,0.363197595,2.508587837,0.011770967,0.100567855,177,,,,,,,,,,,,
6.00E-05,27399,,,,,,,,,,,,,,,,,
,27399,0.449819177,2.652703762,0.004039547,0.180509254,177,,,,,,,,,,,,
,27411,,,,,177,0.410147756,2.91479516,0.010232761,0.108435363,,,,,,,,
,27411,,,,,177,,,,,0.446396977,3.28384304,0.011335419,0.106677316,,,,
6.00E-05,27449,,,,,,,,,,,,,,,,,
,27449,0.711689711,4.770345688,0.140867993,0.093787178,178,,,,,,,,,,,,
6.00E-05,27499,,,,,,,,,,,,,,,,,
,27499,0.407145023,3.043506622,0.008187117,0.094607227,178,,,,,,,,,,,,
6.00E-05,27549,,,,,,,,,,,,,,,,,
,27549,0.46794042,3.488043308,0.007769048,0.111367062,178,,,,,,,,,,,,
,27565,,,,,178,0.406566858,2.880243301,0.011586007,0.106956467,,,,,,,,
,27565,,,,,178,,,,,0.454768211,3.267650127,0.012527274,0.115476042,,,,
6.00E-05,27599,,,,,,,,,,,,,,,,,
,27599,0.872673213,6.875686646,0.027694333,0.157410234,179,,,,,,,,,,,,
6.00E-05,27649,,,,,,,,,,,,,,,,,
,27649,0.391765356,2.768413544,0.006897277,0.108026698,179,,,,,,,,,,,,
6.00E-05,27699,,,,,,,,,,,,,,,,,
,27699,0.325059921,2.21842432,0.003188083,0.100029379,179,,,,,,,,,,,,
,27719,,,,,179,0.421740472,3.011080027,0.009034686,0.111597709,,,,,,,,
,27719,,,,,179,,,,,0.453174204,3.267490625,0.012271377,0.114153579,,,,
6.00E-05,27749,,,,,,,,,,,,,,,,,
,27749,0.338119328,2.308717251,0.029099356,0.078148246,180,,,,,,,,,,,,
6.00E-05,27799,,,,,,,,,,,,,,,,,
,27799,0.549039483,3.935652256,0.003097659,0.152376533,180,,,,,,,,,,,,
6.00E-05,27849,,,,,,,,,,,,,,,,,
,27849,0.628695786,5.064909458,0.004487975,0.117716871,180,,,,,,,,,,,,
,27873,,,,,180,0.402037412,2.82684803,0.008209744,0.111142896,,,,,,,,
,27873,,,,,180,,,,,0.456116766,3.345282316,0.01228964,0.109298989,,,,
6.00E-05,27899,,,,,,,,,,,,,,,,,
,27899,0.644173026,5.056716442,0.006808542,0.131692871,181,,,,,,,,,,,,
6.00E-05,27949,,,,,,,,,,,,,,,,,
,27949,0.341246307,2.090651512,0.003942011,0.128239155,181,,,,,,,,,,,,
6.00E-05,27999,,,,,,,,,,,,,,,,,
