loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,epoch,step,lr-Adam,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,loss_val,pos_val,cell_val,atomic_numbers_val,,loss_train_step,loss_val
1.871583462,15.49188423,0.077628262,0.244767025,126,4571,,,,,,,,,,,,
,,,,,4599,1.00E-06,,,,,,,,,,,
,,,,127,4599,,0.580391765,0.843661249,0.006052774,0.489972889,,,,,,,
1.590354323,12.05653667,0.056240659,0.328459859,127,4607,,,,,,,,,,,,
1.513302445,11.42380524,0.081676215,0.289245665,128,4643,,,,,,,,,,,,
,,,,,4649,1.00E-06,,,,,,,,,,,
,,,,129,4649,,0.323246956,0.832495153,0.005964916,0.234032542,,,,,,,
,,,,129,4679,,,,,,2.114511251,16.88692284,0.084190868,0.341628313,,,
1.577898979,12.52078438,0.087801181,0.238019362,129,4679,,,,,,,,,,,,
,,,,,4699,1.00E-06,,,,,,,,,,,
,,,,130,4699,,0.204250365,0.423854202,0.001186728,0.160678223,,,,,,,
1.806060791,14.45931339,0.064650498,0.295478731,130,4715,,,,,,,,,,,,
,,,,,4749,1.00E-06,,,,,,,,,,,
,,,,131,4749,,2.828343868,24.83329582,0.014466674,0.330547482,,,,,,,
1.750070214,14.42398739,0.050517812,0.25715363,131,4751,,,,,,,,,,,,
1.988304138,15.30190659,0.170215651,0.287897587,132,4787,,,,,,,,,,,,
,,,,,4799,1.00E-06,,,,,,,,,,,
,,,,133,4799,,3.087123871,28.4035759,0.019928815,0.226837277,,,,,,,
1.984750152,16.46328926,0.054947477,0.283473909,133,4823,,,,,,,,,,,,
,,,,,4849,1.00E-06,,,,,,,,,,,
,,,,134,4849,,2.632158279,23.29216003,0.100512408,0.202430114,,,,,,,
,,,,134,4859,,,,,,3.012551308,25.73430252,0.151381329,0.287739515,,,
1.554830432,11.7137928,0.061858919,0.321591944,134,4859,,,,,,,,,,,,
1.964894414,15.19062328,0.113336712,0.332495362,135,4895,,,,,,,,,,,,
,,,,,4899,1.00E-06,,,,,,,,,,,
,,,,136,4899,,1.556418657,11.88710594,0.028724069,0.338983864,,,,,,,
1.980761886,15.56650448,0.091042489,0.333068728,136,4931,,,,,,,,,,,,
,,,,,4949,1.00E-06,,,,,,,,,,,
,,,,137,4949,,0.473700702,0.047846314,0.003361692,0.465554386,,,,,,,
1.875102758,15.42214298,0.075479582,0.257408589,137,4967,,,,,,,,,,,,
,,,,,4999,1.00E-06,,,,,,,,,,,
,,,,138,4999,,6.019418716,54.64422989,0.058950603,0.496044934,,,,,,,
1.592428088,12.5841856,0.05418257,0.279827207,138,5003,,,,,,,,,,,,
,,,,139,5039,,,,,,2.162410975,20.64323807,0.053100459,0.044986427,,,
1.713598728,13.48054981,0.077253163,0.288290441,139,5039,,,,,,,,,,,,
,,,,,5049,1.00E-06,,,,,,,,,,,
,,,,140,5049,,0.567325354,5.195949554,0.04430652,0.00342385,,,,,,,
2.048150539,17.07892609,0.059513263,0.280744314,140,5075,,,,,,,,,,,,
,,,,,5099,1.00E-06,,,,,,,,,,,
,,,,141,5099,,0.498933107,1.70095098,0.016224662,0.312613308,,,,,,,
1.673278093,12.71338272,0.062977016,0.338962615,141,5111,,,,,,,,,,,,
1.615090847,13.49917412,0.044755269,0.22041811,142,5147,,,,,,,,,,,,
,,,,,5149,1.00E-06,,,,,,,,,,,
,,,,143,5149,,0.424821824,0.66353333,0.004519241,0.353949249,,,,,,,
1.677070141,13.50992298,0.070075423,0.256002367,143,5183,,,,,,,,,,,,
,,,,,5199,1.00E-06,,,,,,,,,,,
,,,,144,5199,,1.342577219,11.52816677,0.045762721,0.143997848,,,,,,,
,,,,144,5219,,,,,,1.795798421,13.38621902,0.042336807,0.414839894,,,
1.562384486,13.09572983,0.073137864,0.179673865,144,5219,,,,,,,,,,,,
,,,,,5249,1.00E-06,,,,,,,,,,,
,,,,145,5249,,1.786506891,16.16411209,0.018020559,0.152075097,,,,,,,
1.806917787,13.53401279,0.131967992,0.321548223,145,5255,,,,,,,,,,,,
1.541402221,12.31483173,0.068241067,0.241677701,146,5291,,,,,,,,,,,,
,,,,,5299,1.00E-06,,,,,,,,,,,
,,,,147,5299,,1.076038957,9.594075203,0.052723482,0.063907914,,,,,,,
1.749292374,13.25287247,0.047870182,0.376134962,147,5327,,,,,,,,,,,,
,,,,,5349,1.00E-06,,,,,,,,,,,
,,,,148,5349,,5.273292065,48.274086,0.146615818,0.29926765,,,,,,,
1.687793136,12.87771893,0.078367792,0.321653396,148,5363,,,,,,,,,,,,
,,,,,5399,1.00E-06,,,,,,,,,,,
,,,,149,5399,,0.230578214,0.168342158,0.000905973,0.212838024,,,,,,,
,,,,149,5399,,,,,,1.792176604,15.04203415,0.042173553,0.245799303,,,
1.743130326,14.14493561,0.062274534,0.266362309,149,5399,,,,,,,,,,,,
1.563049674,12.42716789,0.054713324,0.265619397,150,5435,,,,,,,,,,,,
,,,,,5449,1.00E-06,,,,,,,,,,,
,,,,151,5449,,5.205909252,48.62398529,0.032039225,0.311471492,,,,,,,
1.695481658,13.33260632,0.047569714,0.314651221,151,5471,,,,,,,,,,,,
,,,,,5499,1.00E-06,,,,,,,,,,,
,,,,152,5499,,3.941624641,27.68086433,0.147574797,1.025963187,,,,,,,
1.620315671,12.80448723,0.076066785,0.263800263,152,5507,,,,,,,,,,,,
1.474809051,11.52630043,0.047792561,0.274386674,153,5543,,,,,,,,,,,,
,,,,,5549,1.00E-06,,,,,,,,,,,
,,,,154,5549,,3.086482048,24.88529968,0.015118843,0.582833171,,,,,,,
,,,,154,5579,,,,,,2.886292458,25.73170853,0.094490454,0.218630806,,,
1.819499969,14.8621254,0.113928318,0.219359443,154,5579,,,,,,,,,,,,
,,,,,5599,1.00E-06,,,,,,,,,,,
,,,,155,5599,,0.642024398,0.019838013,0.002265077,0.63777554,,,,,,,
1.788300395,14.16085339,0.057782989,0.314432144,155,5615,,,,,,,,,,,,
,,,,,5649,1.00E-06,,,,,,,,,,,
,,,,156,5649,,5.786836147,57.23684692,0.062513396,0.000637725,,,,,,,
1.889385819,15.49062061,0.061806902,0.278516948,156,5651,,,,,,,,,,,,
2.156097651,17.498909,0.099301629,0.306905061,157,5687,,,,,,,,,,,,
,,,,,5699,1.00E-06,,,,,,,,,,,
,,,,158,5699,,0.985952735,1.729095936,0.045991194,0.767051935,,,,,,,
1.702292442,14.04579258,0.052893147,0.244820192,158,5723,,,,,,,,,,,,
,,,,,5749,1.00E-06,,,,,,,,,,,
,,,,159,5749,,0.427833736,0.31322071,0.010705405,0.385806262,,,,,,,
,,,,159,5759,,,,,,2.163229227,18.66663933,0.073975146,0.222590044,,,
1.805106521,14.74567032,0.06882342,0.26171577,159,5759,,,,,,,,,,,,
1.565211892,12.34785366,0.046621688,0.283804923,160,5795,,,,,,,,,,,,
,,,,,5799,1.00E-06,,,,,,,,,,,
,,,,161,5799,,0.464625686,0.092282221,0.007887836,0.447509646,,,,,,,
2.083758354,17.19990158,0.064865388,0.298902392,161,5831,,,,,,,,,,,,
,,,,,5849,1.00E-06,,,,,,,,,,,
,,,,162,5849,,0.61020875,0.001277516,0.036031313,0.574049711,,,,,,,
1.703284144,13.52348709,0.10008993,0.250845373,162,5867,,,,,,,,,,,,
,,,,,5899,1.00E-06,,,,,,,,,,,
,,,,163,5899,,0.355827093,1.860479593,0.006526431,0.163252696,,,,,,,
1.925643086,16.38137627,0.051447999,0.236057594,163,5903,,,,,,,,,,,,
,,,,164,5939,,,,,,2.346904278,19.93837738,0.067427047,0.285639495,,,
1.372444272,10.48838425,0.048667576,0.274938256,164,5939,,,,,,,,,,,,
,,,,,5949,1.00E-06,,,,,,,,,,,
,,,,165,5949,,1.452325821,13.40748978,0.050060041,0.061516907,,,,,,,
1.663241982,13.01894283,0.069039434,0.292308509,165,5975,,,,,,,,,,,,
,,,,,5999,1.00E-06,,,,,,,,,,,
,,,,166,5999,,2.705149174,23.07343674,0.061391816,0.33641386,,,,,,,
1.737910748,13.53741169,0.068501554,0.315667927,166,6011,,,,,,,,,,,,
1.752364397,13.71484852,0.045955054,0.334924281,167,6047,,,,,,,,,,,,
,,,,,6049,1.00E-06,,,,,,,,,,,
,,,,168,6049,,1.361925006,11.31872559,0.014890004,0.215162367,,,,,,,
1.5002774,10.75038815,0.040624991,0.384613305,168,6083,,,,,,,,,,,,
,,,,,6099,1.00E-06,,,,,,,,,,,
,,,,169,6099,,2.874087334,27.4459343,0.111282378,0.018211387,,,,,,,
,,,,169,6119,,,,,,2.489121199,21.52438545,0.135399237,0.201283202,,,
1.61733973,12.72206974,0.060421005,0.284711748,169,6119,,,,,,,,,,,,
,,,,,6149,1.00E-06,,,,,,,,,,,
,,,,170,6149,,3.291637897,28.39764023,0.05907711,0.392796755,,,,,,,
1.715298533,13.16461658,0.103556074,0.295280904,170,6155,,,,,,,,,,,,
1.803184271,14.43227673,0.095864028,0.264092714,171,6191,,,,,,,,,,,,
,,,,,6199,1.00E-06,,,,,,,,,,,
,,,,172,6199,,0.27160278,2.157445669,0.002340512,0.053517703,,,,,,,
1.719938159,14.00976563,0.071862154,0.247099608,172,6227,,,,,,,,,,,,
,,,,,6249,1.00E-06,,,,,,,,,,,
,,,,173,6249,,2.725701332,18.98057365,0.150464714,0.677179277,,,,,,,
1.737939,14.02017593,0.079585284,0.256335944,173,6263,,,,,,,,,,,,
,,,,,6299,1.00E-06,,,,,,,,,,,
,,,,174,6299,,0.896201968,7.151264668,0.006578248,0.174497306,,,,,,,
,,,,174,6299,,,,,,2.42498827,20.24843407,0.06164233,0.338502437,,,
1.849275112,14.40082932,0.080082484,0.329109818,174,6299,,,,,,,,,,,,
1.827385783,14.447649,0.074430674,0.308190167,175,6335,,,,,,,,,,,,
,,,,,6349,1.00E-06,,,,,,,,,,,
,,,,176,6349,,0.351358771,3.137429714,0.009008112,0.028607665,,,,,,,
1.809238434,14.80886841,0.057534773,0.270816714,176,6371,,,,,,,,,,,,
,,,,,6399,1.00E-06,,,,,,,,,,,
,,,,177,6399,,0.998627663,4.584705353,0.03700095,0.503156185,,,,,,,
1.528776765,11.66043472,0.03836824,0.324365407,177,6407,,,,,,,,,,,,
2.002487898,16.64751053,0.047069546,0.290667176,178,6443,,,,,,,,,,,,
,,,,,6449,1.00E-06,,,,,,,,,,,
,,,,179,6449,,2.058948517,15.3474102,0.511651635,0.012555873,,,,,,,
,,,,179,6479,,,,,,1.756477714,12.95708084,0.061847866,0.398922086,,,
1.955901861,16.14726639,0.097210161,0.243964851,179,6479,,,,,,,,,,,,
,,,,,6499,1.00E-06,,,,,,,,,,,
,,,,180,6499,,0.799905181,6.789378166,0.026420949,0.09454637,,,,,,,
1.47477293,11.85106373,0.037928555,0.251738042,180,6515,,,,,,,,,,,,
,,,,,6549,1.00E-06,,,,,,,,,,,
,,,,181,6549,,1.294574976,11.14556503,0.107439823,0.072578758,,,,,,,
1.635006189,12.56236744,0.071882173,0.30688715,181,6551,,,,,,,,,,,,
1.792471766,13.89140892,0.06919051,0.334140062,182,6587,,,,,,,,,,,,
,,,,,6599,1.00E-06,,,,,,,,,,,
,,,,183,6599,,0.78253752,2.779942751,0.007085112,0.4974581,,,,,,,
1.540194869,12.06813526,0.059383411,0.273997694,183,6623,,,,,,,,,,,,
,,,,,6649,1.00E-06,,,,,,,,,,,
,,,,184,6649,,3.139772892,27.8926487,0.328836858,0.021671042,,,,,,,
,,,,184,6659,,,,,,2.015437603,16.97828293,0.03839137,0.279218167,,,
1.574059725,11.82867336,0.06295225,0.328239948,184,6659,,,,,,,,,,,,
1.362583399,9.816794395,0.059812527,0.321091413,185,6695,,,,,,,,,,,,
,,,,,6699,1.00E-06,,,,,,,,,,,
,,,,186,6699,,3.36891818,28.92679787,0.262542903,0.213695571,,,,,,,
1.602121234,11.97519302,0.055659652,0.34894222,186,6731,,,,,,,,,,,,
,,,,,6749,1.00E-06,,,,,,,,,,,
,,,,187,6749,,0.950353682,8.224912643,0.072935626,0.054926716,,,,,,,
1.934221268,15.41748714,0.070028916,0.322443634,187,6767,,,,,,,,,,,,
,,,,,6799,1.00E-06,,,,,,,,,,,
,,,,188,6799,,1.97825861,12.31602573,0.108894117,0.637761891,,,,,,,
1.944685221,15.27391434,0.165303126,0.251991004,188,6803,,,,,,,,,,,,
,,,,189,6839,,,,,,1.73157835,14.14590168,0.054019917,0.262968153,,,
1.3726331,10.91418552,0.032463394,0.248751268,189,6839,,,,,,,,,,,,
,,,,,6849,1.00E-06,,,,,,,,,,,
,,,,190,6849,,1.616548538,13.62912083,0.02801927,0.2256172,,,,,,,
1.660732508,13.60531902,0.061517742,0.238682985,190,6875,,,,,,,,,,,,
,,,,,6899,1.00E-06,,,,,,,,,,,
,,,,191,6899,,0.140361711,0.429631919,0.012079472,0.08531905,,,,,,,
1.490676641,11.84589958,0.074511655,0.231575012,191,6911,,,,,,,,,,,,
1.609046102,13.52192688,0.048169091,0.208684221,192,6947,,,,,,,,,,,,
,,,,,6949,1.00E-06,,,,,,,,,,,
,,,,193,6949,,0.212358236,1.291606665,0.076316491,0.006881074,,,,,,,
1.567366004,12.33950901,0.053763259,0.279651761,193,6983,,,,,,,,,,,,
,,,,,6999,1.00E-06,,,,,,,,,,,
,,,,194,6999,,0.281616002,1.352250934,0.010823453,0.135567442,,,,,,,
,,,,194,7019,,,,,,2.031463385,15.79685593,0.07447055,0.377307206,,,
1.882099152,15.22988224,0.088781841,0.270329088,194,7019,,,,,,,,,,,,
,,,,,7049,1.00E-06,,,,,,,,,,,
,,,,195,7049,,1.428748608,11.04149246,0.034385234,0.290214002,,,,,,,
1.903347611,15.43244553,0.067080237,0.293022424,195,7055,,,,,,,,,,,,
1.400561452,10.32303047,0.072807521,0.295450836,196,7091,,,,,,,,,,,,
,,,,,7099,1.00E-06,,,,,,,,,,,
,,,,197,7099,,2.287162304,18.95446396,0.010635327,0.381080478,,,,,,,
1.583202004,12.66286945,0.06111398,0.255801469,197,7127,,,,,,,,,,,,
,,,,,7149,1.00E-06,,,,,,,,,,,
,,,,198,7149,,8.63679409,82.85652924,0.193612799,0.157527447,,,,,,,
1.995342851,15.8647089,0.087098286,0.321773708,198,7163,,,,,,,,,,,,
,,,,,7199,1.00E-06,,,,,,,,,,,
,,,,199,7199,,2.61840868,22.63567543,0.124454007,0.230387092,,,,,,,
,,,,199,7199,,,,,,1.767811298,14.09455776,0.043552484,0.314803004,,,
1.847836971,15.27534676,0.074258447,0.246043712,199,7199,,,,,,,,,,,,
