iter	RMSE
349	0.9664962881
350	0.9654205099
351	0.9635685479
352	0.9625028509
353	0.9607438241
354	0.9592957563
355	0.9575974613
356	0.9557784208
357	0.9545825581
358	0.9532178151
359	0.9521522953
360	0.9505128071
361	0.9490088615
362	0.9475180901
363	0.9465810541
364	0.9450506223
365	0.944362466
366	0.943613379
367	0.9425296616
368	0.9411374623
369	0.9400513596
370	0.9385979905
371	0.9372076312
372	0.9353912544
373	0.9332924024
374	0.9321927933
375	0.9312835264
376	0.9294206223
377	0.9282986961
378	0.9268646329
379	0.9263516607
380	0.9248456273
381	0.9233484198
382	0.9214496453
383	0.9199849086
384	0.9184742546
385	0.9175470745
386	0.9155435082
387	0.9147517689
388	0.913348949
389	0.9125560515
390	0.9113306882
391	0.9103520329
392	0.908206351
393	0.9062345273
394	0.9045060477
395	0.9027005717
396	0.9010930731
397	0.8992900413
398	0.8980692393
399	0.8971155956
400	0.8963219724
401	0.8947083211
402	0.8942758903
403	0.8934611108
404	0.89193591
405	0.8907554055
406	0.8893324207
407	0.8880067147
408	0.8864995957
409	0.8852285428
410	0.8843427487
411	0.8833007651
412	0.8813171925
413	0.8801581437
414	0.8786093895
415	0.8774947198
416	0.8763223033
417	0.8755083134
418	0.8748981264
419	0.8732908049
420	0.872414594
421	0.8713828103
422	0.8694956543
423	0.8687488415
424	0.8672259103
425	0.8662142168
426	0.8649573508
427	0.8637942763
428	0.8630906078
429	0.8625399202
430	0.8613387595
431	0.8601584547
432	0.8590754805
433	0.8582340827
434	0.8576033402
435	0.8571701179
436	0.8562351494
437	0.8549103576
438	0.8538318547
439	0.8532574164
440	0.8511914822
441	0.8501879703
442	0.8495167023
443	0.8488303006
444	0.8475606775
445	0.8462837566
446	0.845084712
447	0.8440302665
448	0.8427335571
449	0.8416334877
450	0.8401845251
451	0.8386959167
452	0.8374778679
453	0.8363820266
454	0.8354723753
455	0.8349615759
456	0.8341691414
457	0.8326703106
458	0.8315537534
459	0.8301749017
460	0.8294681753
461	0.8280725373
462	0.8264175121
463	0.8252637844
464	0.8245749026
465	0.8235854212
466	0.8225902677
467	0.8215418396
468	0.8210370583
469	0.8192288948
470	0.8185452231
471	0.8179291153
472	0.8172340636
473	0.8164086434
474	0.8155641172
475	0.8145645072
476	0.8134107241
477	0.8123128745
478	0.8106881627
479	0.8098413178
480	0.8088640111
481	0.8072570562
482	0.8060417678
483	0.805157463
484	0.8042423874
485	0.8033428696
486	0.8023234548
487	0.8013217601
488	0.8006907575
489	0.7994407672
490	0.7990907336
491	0.7979860321
492	0.7962919302
493	0.795950513
494	0.7941777395
495	0.7934144024
496	0.7922997063
497	0.7915344458
498	0.7902290066
499	0.7894522028
500	0.7889533182
501	0.7875465508
502	0.7866825302
503	0.7856340635
504	0.7848901865
505	0.7837290755
506	0.7828799496
507	0.7821321029
508	0.7814520132
509	0.7808427897
510	0.7794195849
511	0.7785218215
512	0.7778089346
513	0.7765529456
514	0.7754800736
515	0.7739896894
516	0.7733051144
517	0.7726200859
518	0.7715211381
519	0.770547754
520	0.7697855185
521	0.76890633
522	0.7683364443
523	0.7674982193
524	0.7667774665
525	0.7662251861
526	0.7651328242
527	0.7638575536
528	0.7630897695
529	0.7627603087
530	0.7623037835
531	0.7616589692
532	0.7602804265
533	0.7592387489
534	0.7584376271
535	0.7578545949
536	0.756980417
537	0.7556190602
538	0.7547906834
539	0.7540991332
540	0.7532959068
541	0.7519965164
542	0.751255924
543	0.7500854946
544	0.7492993923
545	0.7485760025
546	0.7473761654
547	0.7468802872
548	0.7460896496
549	0.7450748415
550	0.7435117324
551	0.7422341504
552	0.7417185017
553	0.7411659404
554	0.7406150359
555	0.7400343729
556	0.7387363926
557	0.7379577047
558	0.7375571037
559	0.7364364329
560	0.7353135631
561	0.7340924912
562	0.7334573282
563	0.7324965038
564	0.7315171554
565	0.7307823438
566	0.7299419013
567	0.7292466295
568	0.7281881469
569	0.7275243349
570	0.7264734901
571	0.7258774152
572	0.7252178733
573	0.7245369311
574	0.72368066
575	0.7229887029
576	0.7216735383
577	0.7212996921
578	0.7205302316
579	0.7198169859
580	0.71926509
581	0.7182427581
582	0.7175572304
583	0.7166592306
584	0.7155545957
585	0.7149218012
586	0.7143360892
587	0.7136772624
588	0.7127321893
589	0.7120623246
590	0.7110425394
591	0.710699243
592	0.7095875283
593	0.7084814259
594	0.707929015
595	0.7069776956
596	0.7058522196
597	0.705333163
598	0.7046653663
599	0.7040441094
600	0.7036494731
601	0.7026653057
602	0.7018635201
603	0.7013720566
604	0.7003485036
605	0.6992954736
606	0.6985365972
607	0.6976339559
608	0.6968119023
609	0.6960549082
610	0.6950922059
611	0.6943624914
612	0.6935974189
613	0.6928807897
614	0.6918961497
615	0.6913819311
616	0.6909613365
617	0.6900880806
618	0.6896123419
619	0.6891248911
620	0.6881906762
621	0.6877931434
622	0.6870085334
623	0.6864836958
624	0.6856139217
625	0.6848475136
626	0.6834383935
627	0.6830462569
628	0.6825355575
629	0.6820982276
630	0.6813956831
631	0.6808625684
632	0.6802182836
633	0.6793250455
634	0.6788547977
635	0.677769685
636	0.6770509625
637	0.6764563467
638	0.6754783475
639	0.674469305
640	0.6739496714
641	0.6735390311
642	0.6730678704
643	0.6727658155
644	0.6722217703
645	0.6714942975
646	0.6702082072
647	0.6700034796
648	0.6693934084
649	0.6687803239
650	0.6677234402
651	0.6671757163
652	0.66622572
653	0.6652203953
654	0.6647371516
655	0.6641966512
656	0.6637784895
657	0.6631675214
658	0.6627938738
659	0.6625169745
660	0.6620204598
661	0.6616423366
662	0.6611303421
663	0.660826665
664	0.6600620026
665	0.6592992805
666	0.6585148045
667	0.6580596203
668	0.6577677955
669	0.657017814
670	0.656620742
671	0.6562883696
672	0.6556575972
673	0.6547921604
674	0.6542471452
675	0.6539734492
676	0.6537537611
677	0.6531396957
678	0.6527545408
679	0.6522355963
680	0.6518495671
681	0.6512027964
682	0.6507197074
683	0.6502372728
684	0.6499120031
685	0.6493625045
686	0.6490663443
687	0.648341859
688	0.647765536
689	0.6465910081
690	0.6464231269
691	0.6460718533
692	0.6451941097
693	0.6448435118
694	0.6441194672
695	0.6434185152
696	0.6431281808
697	0.6425718201
698	0.6417873844
699	0.6412653174
700	0.6405800326
701	0.6400454584
702	0.6396459867
703	0.6392012418
704	0.6384990761
705	0.6378582126
706	0.6374729575
707	0.6371146987
708	0.6365796405
709	0.6355933996
710	0.6350723561
711	0.6343796555
712	0.6334952015
713	0.6328389892
714	0.6317554023
715	0.6307863367
716	0.6303276166
717	0.6296940136
718	0.6289837941
719	0.6281145332
720	0.6276297821
721	0.6269831711
722	0.6264656101
723	0.6260956795
724	0.6255489202
725	0.6244320951
726	0.6239652673
727	0.6236540947
728	0.6231795029
729	0.6224780897
730	0.6218809106
731	0.6214619072
732	0.6208607164
733	0.6204565099
734	0.6200200867
735	0.6192356759
736	0.6188297606
737	0.617830465
738	0.6171414754
739	0.616799394
740	0.6164758033
741	0.6162189098
742	0.6159144137
743	0.6155448906
744	0.6148037475
745	0.6145122669
746	0.6137634135
747	0.6129513354
748	0.6124634905
749	0.6120201272
750	0.6115332492
751	0.6102072963
752	0.609769136
753	0.6093456533
754	0.6089760427
755	0.6085060748
756	0.6079197313
757	0.6072997381
758	0.6070729992
759	0.6064194637
760	0.6058821999
761	0.6052724987
762	0.6048746803
763	0.6043908387
764	0.6039075362
765	0.6035897501
766	0.6029162865
767	0.6024997311
768	0.602106516
769	0.6013105125
770	0.6008565088
771	0.6002963889
772	0.6001131849
773	0.5997603075
774	0.5992807028
775	0.5989590023
776	0.5985558781
777	0.598115113
778	0.5977514117
779	0.5974821499
780	0.5969412137
781	0.5966007943
782	0.5962034067
783	0.5959380616
784	0.595608062
785	0.5953052989
786	0.5951239835
787	0.5947962155
788	0.5944460887
789	0.5933673016
790	0.5929419405
791	0.592196243
792	0.5915174603
793	0.5911015714
794	0.5906821473
795	0.5903637921
796	0.5900602498
797	0.5896776447
798	0.5891413357
799	0.5888964539
800	0.588707147
801	0.5883964358
802	0.5880736431
803	0.5877070875
804	0.5872164399
805	0.5863486731
806	0.585530614
807	0.585087069
808	0.5848061856
809	0.5844925677
810	0.5841267445
811	0.5835437674
812	0.5830902717
813	0.5821020959
814	0.5815231837
815	0.5808963897
816	0.5806218308
817	0.5804351271
818	0.5798639655
819	0.5795978618
820	0.5790925534
821	0.5788132049
822	0.5784281933
823	0.578074919
824	0.5778273225
825	0.577493462
826	0.5771700192
827	0.5766337396
828	0.5761051529
829	0.5757461731
830	0.5754191305
831	0.5750767743
832	0.5745717663
833	0.5742960429
834	0.5739590155
835	0.5734973097
836	0.5730332361
837	0.5726125157
838	0.5720448618
839	0.5716723019
840	0.5712114799
841	0.5708352744
842	0.5705356067
843	0.5702044772
844	0.569507862
845	0.5691329416
846	0.5689405209
847	0.5686306907
848	0.5677997844
849	0.5673481123
850	0.5669592224
851	0.5666013398
852	0.5662717856
853	0.5657441524
854	0.5653468694
855	0.5650746283
856	0.5641224808
857	0.5637548794
858	0.5634215363
859	0.5631496612
860	0.562946722
861	0.5626691773
862	0.5621672417
863	0.5618654073
864	0.5615083802
865	0.5611718303
866	0.5609700342
867	0.5607157811
868	0.5604418267
869	0.5600132103
870	0.5594926019
871	0.5591469439
872	0.5588545503
873	0.5583550294
874	0.5578435906
875	0.557566166
876	0.5571993547
877	0.5569095751
878	0.5563298064
879	0.5559871025
880	0.5555612998
881	0.5552175495
882	0.5549070294
883	0.5546269814
884	0.5542191453
885	0.5539977036
886	0.5536863627
887	0.5534548928
888	0.5532243165
889	0.552956248
890	0.552585013
891	0.5523822516
892	0.5521088946
893	0.5517465811
894	0.5515452703
895	0.5513342516
896	0.5509152093
897	0.5507660383
898	0.5505309452
899	0.5503923902
900	0.5501189475
901	0.5499507199
902	0.5489019145
903	0.5487522099
904	0.5485358458
905	0.5480718968
906	0.547839231
907	0.5471987407
908	0.5469212438
909	0.5466954575
910	0.5464011371
911	0.546150967
912	0.5458269713
913	0.5456447031
914	0.5452397796
915	0.5449321501
916	0.544756219
917	0.5444694333
918	0.5440224407
919	0.5436430792
920	0.5433780303
921	0.5432001154
922	0.5427498199
923	0.5423676993
924	0.5420534976
925	0.5419843738
926	0.5415528249
927	0.5413100277
928	0.5406685952
929	0.5405117218
930	0.539940995
931	0.5396745932
932	0.5392937117
933	0.5389611505
934	0.538542636
935	0.5382640023
936	0.5379752773
937	0.5377449661
938	0.5372487554
939	0.5368412449
940	0.5365547481
941	0.536460444
942	0.5360139013
943	0.5358064965
944	0.5355520332
945	0.5349139476
946	0.5343787645
947	0.5341166799
948	0.5336675426
949	0.5330657571
950	0.5329349662
951	0.5324264543
952	0.5318614974
953	0.531348945
954	0.5310375768
955	0.5306682035
956	0.5303626657
957	0.5297974851
958	0.5288738762
959	0.528355809
960	0.5278983176
961	0.5270971285
962	0.5268324473
963	0.5262357731
964	0.5259013885
965	0.5256551615
966	0.5252269771
967	0.5246756844
968	0.5242833449
969	0.524022299
970	0.523669435
971	0.5234310742
972	0.523156187
973	0.5229057453
974	0.522663523
975	0.522326082
976	0.5219434949
977	0.5217063535
978	0.5213165112
979	0.5211211847
980	0.5208936352
981	0.5206257764
982	0.5204570281
983	0.5201514002
984	0.5199917413
985	0.5198143354
986	0.5195620489
987	0.5192612179
988	0.5187390824
989	0.5185465289
990	0.5180618162
991	0.5178171034
992	0.5174999491
993	0.5172750349
994	0.5164592905
995	0.51625556
996	0.5160041483
997	0.5156939594
998	0.5152650774
999	0.5148969506
