lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_val,pos_val,cell_val,atomic_numbers_val,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,,,loss_train_epoch,loss_val
0.0001,1149,,,,,,,,,,,,,,,59,0.405958116,0.401945114
,1149,0.5409488677978516,4.031009674072266,0.003201847,0.13464602828025818,7,,,,,,,,,,60,0.40881902,0.396492988
,1175,,,,,7,0.4124404191970825,2.8740200996398926,0.00904145,0.11599702388048172,,,,,,61,0.403372616,0.418613821
,1175,,,,,7,,,,,0.41747772693634033,2.898611307144165,0.011700126342475414,0.115916409,,62,0.410678267,0.407832712
0.0001,1199,,,,,,,,,,,,,,,63,0.410315454,0.406993866
,1199,0.35946714878082275,2.458094596862793,0.003570323,0.11008735746145248,8,,,,,,,,,,64,0.40842554,0.394793212
0.0001,1249,,,,,,,,,,,,,,,65,0.399497032,0.413799912
,1249,0.3182665705680847,2.2326345443725586,0.00545392,0.089549184,8,,,,,,,,,,66,0.403293192,0.418183923
0.0001,1299,,,,,,,,,,,,,,,67,0.415733814,0.416396827
,1299,0.3865383267402649,2.815464735031128,0.005157793,0.099834055,8,,,,,,,,,,68,0.40087378,0.415672928
,1322,,,,,8,0.4173913300037384,2.895972252,0.010542905889451504,0.11725112795829773,,,,,,69,0.399199843,0.406369627
,1322,,,,,8,,,,,0.40309566259384155,2.801881790161133,0.011247412,0.11166006326675415,,70,0.413085341,0.391036361
0.0001,1349,,,,,,,,,,,,,,,71,0.408747375,0.400104135
,1349,0.5206408500671387,4.098175048828125,0.024272256,0.086551078,9,,,,,,,,,,72,0.412283808,0.395942241
0.0001,1399,,,,,,,,,,,,,,,73,0.410114855,0.429477155
,1399,0.41804930567741394,2.5216598510742188,0.005642761,0.16024059057235718,9,,,,,,,,,,74,0.407525837,0.39402321
0.0001,1449,,,,,,,,,,,,,,,75,0.39869523,0.40088746
,1449,0.4818679690361023,3.3569629192352295,0.025992015,0.1201796755194664,9,,,,,,,,,,76,0.39977029,0.410947114
,1469,,,,,9,0.40327170491218567,2.808518886566162,0.010051236487925053,0.11236843466758728,,,,,,77,0.416916281,0.409150839
,1469,,,,,9,,,,,0.41264161467552185,2.887202024459839,0.011450588703155518,0.11247094720602036,,78,0.394324183,0.394515246
0.0001,1499,,,,,,,,,,,,,,,79,0.402036756,0.393784255
,1499,0.37198418378829956,2.4294276237487793,0.006797682,0.122243732,10,,,,,,,,,,80,0.407002717,0.424749792
0.0001,1549,,,,,,,,,,,,,,,81,0.398206443,0.393788725
,1549,0.46771329641342163,3.396420955657959,0.015324476175010204,0.11274674534797668,10,,,,,,,,,,82,0.399787962,0.414460003
0.0001,1599,,,,,,,,,,,,,,,83,0.40349254,0.427061796
,1599,0.39628103375434875,2.686347007751465,0.004225317,0.12342099845409393,10,,,,,,,,,,84,0.405723184,0.407423943
,1616,,,,,10,0.4105813205242157,2.7849440574645996,0.011281759478151798,0.12080512940883636,,,,,,85,0.399761528,0.414167106
,1616,,,,,10,,,,,0.41614454984664917,2.885826587677002,0.011480316519737244,0.11608163267374039,,86,0.396139383,0.416335821
0.0001,1649,,,,,,,,,,,,,,,87,0.399650186,0.409475565
,1649,0.5447794198989868,4.025389671325684,0.006698169,0.13554222881793976,11,,,,,,,,,,88,0.392946601,0.400857687
0.0001,1699,,,,,,,,,,,,,,,89,0.40371424,0.402864873
,1699,0.4039744436740875,2.8879857063293457,0.014034202322363853,0.10114164650440216,11,,,,,,,,,,90,0.39941147,0.421213239
0.0001,1749,,,,,,,,,,,,,,,91,0.406605244,0.411304832
,1749,0.325203538,1.6858229637145996,0.003865607,0.15275564789772034,11,,,,,,,,,,92,0.403360695,0.408545822
,1763,,,,,11,0.41466301679611206,2.945073127746582,0.009548747,0.11060699075460434,,,,,,93,0.407654077,0.40102604
,1763,,,,,11,,,,,0.4132596552371979,2.901069164276123,0.011057627387344837,0.11209531128406525,,94,0.39876312,0.407838762
0.0001,1799,,,,,,,,,,,,,,,95,0.409300715,0.400987864
,1799,0.43928787112236023,3.310497760772705,0.005264098,0.10297396779060364,12,,,,,,,,,,96,0.405772448,0.396606147
0.0001,1849,,,,,,,,,,,,,,,97,0.402982324,0.399733186
,1849,0.316842258,1.767630934715271,0.006917883,0.133161262,12,,,,,,,,,,98,0.405709267,0.402956337
0.0001,1899,,,,,,,,,,,,,,,99,0.397222102,0.42408517
,1899,0.39366865158081055,3.1654911041259766,0.005555854,0.071563691,12,,,,,,,,,,100,0.403182477,0.41972965
,1910,,,,,12,0.41135063767433167,2.858410358428955,0.012757761403918266,0.11275184899568558,,,,,,101,0.401232958,0.403331131
,1910,,,,,12,,,,,0.4061225950717926,2.842923641204834,0.009633336,0.1121969223022461,,102,0.411844581,0.416381508
0.0001,1949,,,,,,,,,,,,,,,103,0.3990089,0.42837441
,1949,0.36568671464920044,2.342087745666504,0.005301405,0.12617653608322144,13,,,,,,,,,,104,0.40242812,0.417626113
0.0001,1999,,,,,,,,,,,,,,,105,0.405831784,0.410881341
,1999,0.5004095435142517,3.654620647,0.018323630094528198,0.11662381887435913,13,,,,,,,,,,106,0.402337998,0.396028191
0.0001,2049,,,,,,,,,,,,,,,107,0.408600032,0.408966631
,2049,0.33006152510643005,1.7345997095108032,0.004991342,0.15161021053791046,13,,,,,,,,,,108,0.398306638,0.419703037
,2057,,,,,13,0.4292162358760834,3.068681001663208,0.011001827,0.11134633421897888,,,,,,109,0.41204226,0.420234323
,2057,,,,,13,,,,,0.4243812561035156,2.994936943054199,0.011106179095804691,0.11378149688243866,,110,0.409223527,0.406434685
0.0001,2099,,,,,,,,,,,,,,,111,0.406929642,0.40662542
,2099,0.42977699637413025,3.1348013877868652,0.009130994,0.1071658506989479,14,,,,,,,,,,112,0.411162674,0.393250823
0.0001,2149,,,,,,,,,,,,,,,113,0.399216771,0.423211545
,2149,0.31780707836151123,2.0280935764312744,0.009559369,0.10543833673000336,14,,,,,,,,,,114,0.403027236,0.416617513
0.0001,2199,,,,,,,,,,,,,,,115,0.403572202,0.413380176
,2199,0.43016254901885986,2.511892080307007,0.009423461,0.1695498824119568,14,,,,,,,,,,116,0.398849994,0.429183036
,2204,,,,,14,0.40904197096824646,2.7661447525024414,0.014679985120892525,0.11774756759405136,,,,,,117,0.401537955,0.416895658
,2204,,,,,14,,,,,0.4169682562351227,2.9144837856292725,0.010190044529736042,0.11532989144325256,,118,0.403118879,0.393320084
0.0001,2249,,,,,,,,,,,,,,,119,0.393785745,0.410533726
,2249,0.42517674,3.1574604511260986,0.006022319,0.10340836644172668,15,,,,,,,,,,120,0.392165989,0.414152503
0.0001,2299,,,,,,,,,,,,,,,121,0.400735885,0.41149357
,2299,0.25468844175338745,1.9419060945510864,0.00473758,0.055760256946086884,15,,,,,,,,,,122,0.396804422,0.408325166
0.0001,2349,,,,,,,,,,,,,,,123,0.390141606,0.422780961
,2349,0.4637576937675476,3.2459022998809814,0.024068258702754974,0.11509918421506882,15,,,,,,,,,,124,0.395199865,0.409121662
,2351,,,,,15,0.40885254740715027,2.827225923538208,0.008591908,0.11753807216882706,,,,,,125,0.394201398,0.394030869
,2351,,,,,15,,,,,0.4168471395969391,2.968247890472412,0.010963086038827896,0.10905943810939789,,126,0.398143113,0.411550313
0.0001,2399,,,,,,,,,,,,,,,127,0.394290358,0.425532818
,2399,0.3083378076553345,2.0603995323181152,0.013907654210925102,0.088390231,16,,,,,,,,,,128,0.401251435,0.433412164
0.0001,2449,,,,,,,,,,,,,,,129,0.40555495,0.415307909
,2449,0.3727603554725647,2.598634719848633,0.011563591659069061,0.10133330523967743,16,,,,,,,,,,130,0.405075133,0.423462987
,2498,,,,,16,0.40818682312965393,2.815793752670288,0.009983918,0.11662358790636063,,,,,,131,0.391184211,0.393973798
,2498,,,,,16,,,,,0.4099622368812561,2.8484580516815186,0.010045891,0.11507042497396469,,132,0.396045387,0.416090906
0.0001,2499,,,,,,,,,,,,,,,133,0.406910747,0.412393659
,2499,0.3395654559135437,1.9457744359970093,0.025056378915905952,0.11993161588907242,17,,,,,,,,,,134,0.400124311,0.39201346
0.0001,2549,,,,,,,,,,,,,,,135,0.390147358,0.406048357
,2549,0.473743737,3.3129966259002686,0.008604536,0.13383954763412476,17,,,,,,,,,,136,0.40354234,0.396426797
0.0001,2599,,,,,,,,,,,,,,,137,0.404076904,0.401384562
,2599,0.3674132525920868,2.118837356567383,0.014847368001937866,0.1406821608543396,17,,,,,,,,,,138,0.408479124,0.429123193
,2645,,,,,17,0.415973037,2.9202144145965576,0.008524423,0.11542714387178421,,,,,,139,0.402793765,0.386773556
,2645,,,,,17,,,,,0.40425679087638855,2.818469762802124,0.009332444,0.11307742446660995,,140,0.400023341,0.401467681
0.0001,2649,,,,,,,,,,,,,,,141,0.4034352,0.401678503
,2649,0.3912543058395386,1.9157153367996216,0.01746521,0.1822175830602646,18,,,,,,,,,,142,0.391126215,0.413970679
0.0001,2699,,,,,,,,,,,,,,,143,0.409974515,0.44538182
,2699,0.5115565061569214,4.056678295135498,0.014124755747616291,0.091763929,18,,,,,,,,,,144,0.388941437,0.400289685
0.0001,2749,,,,,,,,,,,,,,,145,0.412505597,0.427901179
,2749,0.3878815770149231,3.0126636028289795,0.004349835,0.082265347,18,,,,,,,,,,146,0.407473624,0.419589907
,2792,,,,,18,0.4354129731655121,3.118828535079956,0.008504373,0.11502578854560852,,,,,,147,0.401853621,0.395004869
,2792,,,,,18,,,,,0.40090471506118774,2.8055357933044434,0.010543925687670708,0.10980720072984695,,148,0.400547534,0.416010141
0.0001,2799,,,,,,,,,,,,,,,149,0.392923772,0.398997217
,2799,0.41287147998809814,3.354477882385254,0.003377556,0.074046127,19,,,,,,,,,,150,0.408541232,0.4080576
0.0001,2849,,,,,,,,,,,,,,,151,0.39398542,0.374231637
,2849,0.4735765755176544,3.3131039142608643,0.004853445,0.13741274178028107,19,,,,,,,,,,152,0.404221565,0.402292997
0.0001,2899,,,,,,,,,,,,,,,153,0.404547364,0.406417519
,2899,0.43462255597114563,3.196141004562378,0.013809965,0.10119849443435669,19,,,,,,,,,,154,0.398008794,0.401896775
,2939,,,,,19,0.4247519373893738,2.9789557456970215,0.010279996320605278,0.11657635122537613,,,,,,155,0.393894494,0.392993689
,2939,,,,,19,,,,,0.4115212559700012,2.8997907638549805,0.00982724,0.1117149144411087,,156,0.395937175,0.415460914
0.0001,2949,,,,,,,,,,,,,,,157,0.400387883,0.416948617
,2949,0.48204895853996277,3.284155846,0.00780219,0.14583119750022888,20,,,,,,,,,,158,0.39297986,0.406974345
0.0001,2999,,,,,,,,,,,,,,,159,0.394049972,0.401863217
,2999,0.32013803720474243,1.893739104270935,0.004906103,0.12585803866386414,20,,,,,,,,,,160,0.400669634,0.409885168
0.0001,3049,,,,,,,,,,,,,,,161,0.390187055,0.41522786
,3049,0.5225398540496826,3.4576570987701416,0.00823769,0.16853642463684082,20,,,,,,,,,,162,0.403968662,0.40902856
,3086,,,,,20,0.4237258732318878,3.0096523761749268,0.009084908,0.11367563903331757,,,,,,163,0.398217678,0.407790393
,3086,,,,,20,,,,,0.4103332757949829,2.8522040843963623,0.010245196521282196,0.11486770957708359,,164,0.395962566,0.41498822
0.0001,3099,,,,,,,,,,,,,,,165,0.396333963,0.407747686
,3099,0.4047521948814392,2.3290367126464844,0.007845404,0.1640031486749649,21,,,,,,,,,,166,0.395779043,0.40467903
0.0001,3149,,,,,,,,,,,,,,,167,0.399445444,0.412186474
,3149,0.3373816907405853,2.459512233734131,0.004861164,0.086569324,21,,,,,,,,,,168,0.394058377,0.417065799
0.0001,3199,,,,,,,,,,,,,,,169,0.394078195,0.410548389
,3199,0.5104304552078247,3.974341393,0.015509430319070816,0.097486898,21,,,,,,,,,,170,0.402412027,0.397386074
,3233,,,,,21,0.41134849190711975,2.8752572536468506,0.009652323,0.11417046934366226,,,,,,171,0.399869859,0.397171408
,3233,,,,,21,,,,,0.40866056084632874,2.890232563018799,0.009659237,0.10997792333364487,,172,0.40223074,0.419900984
0.0001,3249,,,,,,,,,,,,,,,173,0.396615714,0.400362492
,3249,0.43125951290130615,3.028381348,0.005122008,0.12329935282468796,22,,,,,,,,,,174,0.404681027,0.427335143
0.0001,3299,,,,,,,,,,,,,,,175,0.390259922,0.406386644
,3299,0.41531771421432495,2.955848217010498,0.007679288,0.11205360293388367,22,,,,,,,,,,176,0.399066716,0.395407915
0.0001,3349,,,,,,,,,,,,,,,177,0.393403232,0.393010974
,3349,0.3549581468105316,2.576660633087158,0.0034685,0.093823597,22,,,,,,,,,,178,0.402176648,0.417699307
,3380,,,,,22,0.4232601225376129,2.996546745300293,0.012487556785345078,0.11111780256032944,,,,,,179,0.391869485,0.416051358
,3380,,,,,22,,,,,0.413063645,2.8762550354003906,0.010697546415030956,0.11474046111106873,,180,0.405990154,0.428797185
0.0001,3399,,,,,,,,,,,,,,,181,0.396946013,0.38783592
,3399,0.4082149863243103,3.1408581733703613,0.010120861232280731,0.084008276,23,,,,,,,,,,182,0.391179711,0.424131066
0.0001,3449,,,,,,,,,,,,,,,183,0.394703329,0.404739171
,3449,0.4222877025604248,3.3560891151428223,0.007469095,0.079209685,23,,,,,,,,,,184,0.4024207,0.408560574
0.0001,3499,,,,,,,,,,,,,,,185,0.39918226,0.398823977
,3499,0.3664904832839966,2.308856964111328,0.009757342,0.12584741413593292,23,,,,,,,,,,186,0.391015619,0.401590407
,3527,,,,,23,0.3947718143463135,2.7651479244232178,0.011103587225079536,0.10715343058109283,,,,,,187,0.393809587,0.389839053
,3527,,,,,23,,,,,0.4189615249633789,2.935452938079834,0.011181329376995564,0.11423495411872864,,188,0.40244171,0.395830989
0.0001,3549,,,,,,,,,,,,,,,189,0.39151901,0.416329175
,3549,0.3966999650001526,2.6978893280029297,0.006272919,0.12063813209533691,24,,,,,,,,,,190,0.392386436,0.402678013
0.0001,3599,,,,,,,,,,,,,,,191,0.403299958,0.400097787
,3599,0.41472458839416504,3.0012993812561035,0.007342018,0.10725262761116028,24,,,,,,,,,,192,0.398528934,0.392817765
0.0001,3649,,,,,,,,,,,,,,,193,0.401393026,0.409536332
,3649,0.46949219703674316,3.4302053451538086,0.004282277,0.12218938767910004,24,,,,,,,,,,194,0.397909284,0.395980895
,3674,,,,,24,0.40400081872940063,2.845332622528076,0.012295704334974289,0.10717169940471649,,,,,,195,0.410997421,0.407227516
,3674,,,,,24,,,,,0.4104372560977936,2.8885555267333984,0.008434534,0.11314726620912552,,196,0.400775164,0.424007922
0.0001,3699,,,,,,,,,,,,,,,197,0.397091091,0.427144617
,3699,0.40515220165252686,3.0205235481262207,0.007127691,0.095972151,25,,,,,,,,,,198,0.393892348,0.41436854
0.0001,3749,,,,,,,,,,,,,,,199,0.403612733,0.398638964
,3749,0.4843536615371704,3.4569671154022217,0.005355817,0.13330113887786865,25,,,,,,,,,,200,0.38790825,0.388649344
0.0001,3799,,,,,,,,,,,,,,,,,
,3799,0.39886096119880676,2.6713767051696777,0.007468549,0.12425471842288971,25,,,,,,,,,,,,
,3821,,,,,25,0.41193681955337524,2.848574161529541,0.010034183971583843,0.1170453131198883,,,,,,,,
,3821,,,,,25,,,,,0.40807637572288513,2.874148368835449,0.009818515,0.11084302514791489,,,,
0.0001,3849,,,,,,,,,,,,,,,,,
,3849,0.516161323,3.944965362548828,0.004328582,0.1173362210392952,26,,,,,,,,,,,,
0.0001,3899,,,,,,,,,,,,,,,,,
,3899,0.34555894136428833,1.9898661375045776,0.008329363,0.1382429599761963,26,,,,,,,,,,,,
0.0001,3949,,,,,,,,,,,,,,,,,
,3949,0.3882427513599396,2.678173065185547,0.009442167,0.11098326742649078,26,,,,,,,,,,,,
,3968,,,,,26,0.41073331236839294,2.9024314880371094,0.012132291682064533,0.10835776478052139,,,,,,,,
,3968,,,,,26,,,,,0.4054977297782898,2.8785624504089355,0.009247977,0.10839349776506424,,,,
0.0001,3999,,,,,,,,,,,,,,,,,
,3999,0.33991432189941406,2.370434522628784,0.022473255172371864,0.080397576,27,,,,,,,,,,,,
0.0001,4049,,,,,,,,,,,,,,,,,
,4049,0.39414122700691223,2.6415343284606934,0.005097251,0.12489055097103119,27,,,,,,,,,,,,
0.0001,4099,,,,,,,,,,,,,,,,,
,4099,0.5314429998397827,4.119053840637207,0.003522769,0.11601486057043076,27,,,,,,,,,,,,
,4115,,,,,27,0.42525771260261536,2.9996299743652344,0.012164376676082611,0.11313033103942871,,,,,,,,
,4115,,,,,27,,,,,0.41829246282577515,2.986300468444824,0.010805618949234486,0.10885684937238693,,,,
0.0001,4149,,,,,,,,,,,,,,,,,
,4149,0.395940363,2.965183973312378,0.008687753,0.090734243,28,,,,,,,,,,,,
0.0001,4199,,,,,,,,,,,,,,,,,
,4199,0.39049381017684937,3.109487533569336,0.009068096,0.070476964,28,,,,,,,,,,,,
0.0001,4249,,,,,,,,,,,,,,,,,
,4249,0.48115038871765137,3.449840545654297,0.006363135,0.12980318069458008,28,,,,,,,,,,,,
,4262,,,,,28,0.43005630373954773,3.0430796146392822,0.00994241,0.11580584198236465,,,,,,,,
,4262,,,,,28,,,,,0.41171911358833313,2.858473062515259,0.011679460294544697,0.11419244855642319,,,,
0.0001,4299,,,,,,,,,,,,,,,,,
,4299,0.41129329800605774,3.010915756225586,0.006703745,0.10349798947572708,29,,,,,,,,,,,,
0.0001,4349,,,,,,,,,,,,,,,,,
,4349,0.47925394773483276,3.273798942565918,0.018216338008642197,0.13365773856639862,29,,,,,,,,,,,,
0.0001,4399,,,,,,,,,,,,,,,,,
,4399,0.44922205805778503,2.8042235374450684,0.061099578,0.10770007967948914,29,,,,,,,,,,,,
,4409,,,,,29,0.3911294937133789,2.7075459957122803,0.009815198,0.11055973917245865,,,,,,,,
,4409,,,,,29,,,,,0.4016301929950714,2.823665142059326,0.010291648097336292,0.10897194594144821,,,,
0.0001,4449,,,,,,,,,,,,,,,,,
,4449,0.4126597046852112,3.014545440673828,0.005570304,0.10563487559556961,30,,,,,,,,,,,,
0.0001,4499,,,,,,,,,,,,,,,,,
,4499,0.4668208062648773,3.3676857948303223,0.011015706695616245,0.11903651058673859,30,,,,,,,,,,,,
0.0001,4549,,,,,,,,,,,,,,,,,
,4549,0.32534608244895935,2.218355178833008,0.00400973,0.099500835,30,,,,,,,,,,,,
,4556,,,,,30,0.4087890386581421,2.876574754714966,0.010619336739182472,0.11051218956708908,,,,,,,,
,4556,,,,,30,,,,,0.4052143692970276,2.8696107864379883,0.010004747658967972,0.10824840515851974,,,,
0.0001,4599,,,,,,,,,,,,,,,,,
,4599,0.4711261987686157,3.4085638523101807,0.00582112,0.12444865703582764,31,,,,,,,,,,,,
0.0001,4649,,,,,,,,,,,,,,,,,
,4649,0.46201831102371216,3.3346052169799805,0.014902401715517044,0.11365539580583572,31,,,,,,,,,,,,
0.0001,4699,,,,,,,,,,,,,,,,,
,4699,0.3949732184410095,2.940523624420166,0.009947652,0.090973191,31,,,,,,,,,,,,
,4703,,,,,31,0.4207761287689209,2.9133381843566895,0.014706977643072605,0.11473536491394043,,,,,,,,
,4703,,,,,31,,,,,0.41240864992141724,2.899791955947876,0.011161740869283676,0.11126773059368134,,,,
0.0001,4749,,,,,,,,,,,,,,,,,
,4749,0.4793514609336853,3.780726432800293,0.009223467,0.092055321,32,,,,,,,,,,,,
0.0001,4799,,,,,,,,,,,,,,,,,
,4799,0.4524773955345154,3.199380397796631,0.011517060920596123,0.12102227658033371,32,,,,,,,,,,,,
0.0001,4849,,,,,,,,,,,,,,,,,
,4849,0.39148664474487305,2.4882936477661133,0.016468307003378868,0.1261889934539795,32,,,,,,,,,,,,
,4850,,,,,32,0.40470537543296814,2.8262884616851807,0.008883236,0.11319331079721451,,,,,,,,
,4850,,,,,32,,,,,0.41910621523857117,2.9853498935699463,0.010460327379405499,0.1101108193397522,,,,
0.0001,4899,,,,,,,,,,,,,,,,,
,4899,0.3807789087295532,2.4981651306152344,0.010876575484871864,0.12008583545684814,33,,,,,,,,,,,,
0.0001,4949,,,,,,,,,,,,,,,,,
,4949,0.36034727096557617,2.3773398399353027,0.019640307873487473,0.10297295451164246,33,,,,,,,,,,,,
,4997,,,,,33,0.3999926447868347,2.716402292251587,0.009354142,0.11899827420711517,,,,,,,,
,4997,,,,,33,,,,,0.4139906167984009,2.870347261428833,0.012188051827251911,0.11476796120405197,,,,
0.0001,4999,,,,,,,,,,,,,,,,,
,4999,0.36782407760620117,2.405519485473633,0.009187477,0.11808465421199799,34,,,,,,,,,,,,
0.0001,5049,,,,,,,,,,,,,,,,,
,5049,0.28332650661468506,2.046339750289917,0.004758266,0.073934257,34,,,,,,,,,,,,
0.0001,5099,,,,,,,,,,,,,,,,,
,5099,0.6172670722007751,4.736045837402344,0.022283036,0.12137946486473083,34,,,,,,,,,,,,
,5144,,,,,34,0.4252030551433563,3.0068485736846924,0.011492217,0.1130259782075882,,,,,,,,
,5144,,,,,34,,,,,0.4063035249710083,2.858137845993042,0.009242079,0.11124756932258606,,,,
0.0001,5149,,,,,,,,,,,,,,,,,
,5149,0.4175809621810913,3.261301279067993,0.007357163,0.084093682,35,,,,,,,,,,,,
0.0001,5199,,,,,,,,,,,,,,,,,
,5199,0.39120537,2.626795768737793,0.002982512,0.1255432814359665,35,,,,,,,,,,,,
0.0001,5249,,,,,,,,,,,,,,,,,
,5249,0.3964003026485443,2.5284066200256348,0.029125685,0.11443396657705307,35,,,,,,,,,,,,
,5291,,,,,35,0.40244102478027344,2.8811914920806885,0.007432469,0.10688938200473785,,,,,,,,
